"value","value_noun","value_verb","count"
"တွင်","ရန်ပွဲ","တားဆီး",1
"တွင်","ရန်ပွဲ","ရပ်စဲ",1
"တွင်","ရန်ပုံငွေ","ကူညီ",1
"တွင်","ရန်ပုံငွေ","ပါဝင်",1
"တွင်","ရန်ပုံငွေ","လိုအပ်",1
"တွင်","ရန့်ဝခ်","ဖြစ်ပွား",1
"တွင်","ရန်သူ","ကိုင်တွယ်",1
"တွင်","ရပ်ကွက်","တည်ရှိ",1
"တွင်","ရပ်ကွက်","နေထိုင်",1
"တွင်","ရပ်ကွက်","ရှိ",1
"တွင်","ရပ်ခြား","ထမ်းဆောင်",1
"တွင်","ရပ်နားထားချိန်","ဆောင်ရွက်",1
"တွင်","ရပ်ဝန်း","ဖြစ်",1
"တွင်","ရမှတ်","ဖြစ်",1
"တွင်","ရမှတ်",NA,1
"တွင်","ရရှိချိန်","ကောက်ချက်ချ",1
"တွင်","ရရှိနေချိန်","နေထိုင်",1
"တွင်","ရလဒ်","ငြင်းခုန်",1
"တွင်","ရလဒ်","ပြ",1
"တွင်","ရလဒ်","ပုံရိပ်ထင်",1
"တွင်","ရလဒ်","ရှိ",1
"တွင်","ရလဒ်","လှည့်ပတ်",1
"တွင်","ရလဒ်","သက်ရောက်",1
"တွင်","ရလဒ်","အခြေခံ",1
"တွင်","ရလဒ်","အံ့သြ",1
"တွင်","ရဝန်ဒါ","သေဆုံး",1
"တွင်","ရဝမ်ဒါ","ပတ်သက်",1
"တွင်","ရဝမ်ဒါ","အငြင်းပွား",1
"တွင်","ရွက်တိုင်","ဟုတ်",1
"တွင်","ရွန်မ်နေ","ထောက်ခံ",1
"တွင်","ရွှေးကောက်ပွဲ","ဉီးဆောင်",1
"တွင်","ရွှေးကောက်ပွဲ","ထောက်ခံ",1
"တွင်","ရွှေးကောက်ပွဲ","ရရှိ",1
"တွင်","ရွာ","ဆောက်လုပ်",1
"တွင်","ရွာ","တည်ဆောက်",1
"တွင်","ရွာ","ပြုလုပ်",1
"တွင်","ရွာ","ရေကြီး",1
"တွင်","ရွေးကောက်ပွဲ","ကျင်းပ",1
"တွင်","ရွေးကောက်ပွဲ","ကျူးလွန်",1
"တွင်","ရွေးကောက်ပွဲ","ကြိုက်",1
"တွင်","ရွေးကောက်ပွဲ","ငြင်းခုံ",1
"တွင်","ရွေးကောက်ပွဲ","ဆန့်ကျင်",1
"တွင်","ရွေးကောက်ပွဲ","ဆုံးရှုံး",1
"တွင်","ရွေးကောက်ပွဲ","ထင်ရှား",1
"တွင်","ရွေးကောက်ပွဲ","ထွက်",1
"တွင်","ရွေးကောက်ပွဲ","ထိခိုက်",1
"တွင်","ရွေးကောက်ပွဲ","ထိန်းချုပ်",1
"တွင်","ရွေးကောက်ပွဲ","ထုတ်",1
"တွင်","ရွေးကောက်ပွဲ","ပြောဆို",1
"တွင်","ရွေးကောက်ပွဲ","ဖတ်ရှု",1
"တွင်","ရွေးကောက်ပွဲ","ဖြစ်",1
"တွင်","ရွေးကောက်ပွဲ","ဖြစ်ပွား",1
"တွင်","ရွေးကောက်ပွဲ","မဲဆွယ်",1
"တွင်","ရွေးကောက်ပွဲ","ယှဉ်ပြိုင်",1
"တွင်","ရွေးကောက်ပွဲ","ယှဥ်ပြိုင်",1
"တွင်","ရွေးကောက်ပွဲ","ရွေးကောက်ခံ",1
"တွင်","ရွေးကောက်ပွဲ","ရွေးချယ်",1
"တွင်","ရွေးကောက်ပွဲ","လက်ခံ",1
"တွင်","ရွေးကောက်ပွဲ","လွတ်လပ်",1
"တွင်","ရွေးကောက်ပွဲ","လှည့်လည်",1
"တွင်","ရွေးကောက်ပွဲ","လာ",1
"တွင်","ရွေးကောက်ပွဲ","လိမ်လည်",1
"တွင်","ရွေးကောက်ပွဲ","လိုအပ်",1
"တွင်","ရွေးကောက်ပွဲ","လုပ်",1
"တွင်","ရွေးကောက်ပွဲ","လုပ်ဆောင်",1
"တွင်","ရွေးကောက်ပွဲ","ဝင်ပြိုင်",1
"တွင်","ရွေးကောက်ပွဲ","ဝင်ရောက်",1
"တွင်","ရွေးကောက်ပွဲ","ဝန်ခံ",1
"တွင်","ရွေးကောက်ပွဲ","ဝေဖန်",1
"တွင်","ရွေးကောက်ပွဲ","သိသာ",1
"တွင်","ရွေးကောက်ပွဲ","သုံး",1
"တွင်","ရွေးကောက်ပွဲ","အငြင်းပွား",1
"တွင်","ရွေးကောက်ပွဲ","အထိတ်တလန့်",1
"တွင်","ရွေးကောက်ပွဲ","အနိုင်ယူ",1
"တွင်","ရွေးကောက်ပွဲ","အရွေးခံ",1
"တွင်","ရွေးကောက်ပွဲ","အရေးကြီး",1
"တွင်","ရွေးကောက်ပွဲ","အာဏာအပ်",1
"တွင်","ရွေးကောက်ပွဲ","အောင်",1
"တွင်","ရွေးကောက်ပွဲ","အောင်နိုင်",1
"တွင်","ရွေးကောက်ပွဲ","အောင်ပွဲရ",1
"တွင်","ရွေးကောက်ပွဲ","ဦးဆောင်",1
"တွင်","ရွေးချယ်ပွဲ","ရွေးချယ်",1
"တွင်","ရွေးပိုင်ခွင့်","များ",1
"တွင်","ရဟူး","ကျဆင်း",1
"တွင်","ရှင်း","ရောင်းချ",1
"တွင်","ရှင်းတမ်း","ငွေချေး",1
"တွင်","ရှင်းလင်းရာ","ရည်ရွယ်",1
"တွင်","ရှန်ဇန်း","ထောက်ပံ့",1
"တွင်","ရှန်ဟိုင်း","ကြီးပြင်း",1
"တွင်","ရှန်ဟိုင်း","ပြောကြား",1
"တွင်","ရှန်ဟိုင်း","မွေးဖွား",1
"တွင်","ရှယ်ယာ","ပေးချေ",1
"တွင်","ရှရီနာ","ဝင်ရောက်",1
"တွင်","ရှာနေချိန်",NA,1
"တွင်","ရှားဘရွတ်ခ်","အနိုင်ရ",1
"တွင်","ရှားဘရွတ်ခ်",NA,1
"တွင်","ရှိချိန်","ဆုံးရှုံး",1
"တွင်","ရှိချိန်","ရောက်",1
"တွင်","ရှိန်းဇာတ်ကား","တင်သွင်း",1
"တွင်","ရှိုး","ရောက်",1
"တွင်","ရှီရာ","လုပ်",1
"တွင်","ရှေ့","တူ",1
"တွင်","ရှေ့","ထွက်ခွာ",1
"တွင်","ရှေ့","ထိမှန်",1
"တွင်","ရှေ့","ထိုးဖောက်",1
"တွင်","ရှေ့","ပြသ",1
"တွင်","ရှေ့","ပေး",1
"တွင်","ရှေ့","ဖျော်ဖြေ",1
"တွင်","ရှေ့","ဖွင့်လှစ်",1
"တွင်","ရှေ့","ဖော်ပြ",1
"တွင်","ရှေ့","လိုအပ်",1
"တွင်","ရှေ့","ဝတ်ဆင်",1
"တွင်","ရှေ့","အပစ်ခံ",1
"တွင်","ရှေ့","အဖမ်းခံ",1
"တွင်","ရှေ့",NA,1
"တွင်","ရှေ့ဆက်ရာ","သေချာ",1
"တွင်","ရှေ့တန်း","မီး",1
"တွင်","ရှေးတရားရုံး","မတ်တတ်",1
"တွင်","ရှေ့နေ","ခိုးယူ",1
"တွင်","ရှေ့နေ","ဖြစ်",1
"တွင်","ရှေ့မှောက်","ထိန်းသိမ်း",1
"တွင်","ရာခိုင်နှုန်း","စည်းလုံး",1
"တွင်","ရာခိုင်နှုန်း","ပါဝင်",1
"တွင်","ရာခိုင်နှုန်း","လျှော့ချ",1
"တွင်","ရာခိုင်နှုန်း","သေကြောင်းကြံစည်",1
"တွင်","ရာခိုင်နှုန်း","ဟုတ်",1
"တွင်","ရာခိုင်နှုန်း",NA,1
"တွင်","ရာစု","ရှာဖွေ",1
"တွင်","ရာစု","လုပ်",1
"တွင်","ရာစုနှစ်","ပျက်စီး",1
"တွင်","ရာဇဝင်","ဖြစ်ပွား",1
"တွင်","ရာထူး","စတင်",1
"တွင်","ရာထူး","ဖြစ်",1
"တွင်","ရာပေါင်း","ဆင်းသက်",1
"တွင်","ရာပေါင်း","တရားဝင်",1
"တွင်","ရာပေါင်း","ရှိ",1
"တွင်","ရာပေါင်း",NA,1
"တွင်","ရာဘင်","ရပ်တည်",1
"တွင်","ရာသီ","ကမ်းလှမ်း",1
"တွင်","ရာသီ","ခုန်",1
"တွင်","ရာသီ","ဆုံးဖြတ်",1
"တွင်","ရာသီ","တည်ဆောက်",1
"တွင်","ရာသီ","တွေဆုံ",1
"တွင်","ရာသီ","တွဲဖက်",1
"တွင်","ရာသီ","တိုက်",1
"တွင်","ရာသီ","ထောက်ခံ",1
"တွင်","ရာသီ","ပြစ်",1
"တွင်","ရာသီ","ပြည့်",1
"တွင်","ရာသီ","ပြိုင်",1
"တွင်","ရာသီ","ပြောင်း",1
"တွင်","ရာသီ","ဖယ်ရှားခံ",1
"တွင်","ရာသီ","ဖြစ်",1
"တွင်","ရာသီ","ယူ",1
"တွင်","ရာသီ","ရရှိ",1
"တွင်","ရာသီ","ရှိ",1
"တွင်","ရာသီ","ရေး",1
"တွင်","ရာသီ","ရောက်",1
"တွင်","ရာသီ","သတ်မှတ်",1
"တွင်","ရာသီ","အသုံးပြု",1
"တွင်","ရာသီဥတု","ထက်သန်",1
"တွင်","ရာသီဥတု","ထိန်း",1
"တွင်","ရိတ်","စတင်",1
"တွင်","ရိတ်",NA,1
"တွင်","ရိန့်","လုပ်ကိုင်",1
"တွင်","ရိပ်သာ","သေဆုံး",1
"တွင်","ရိုက်လှည့်","ရှုံး",1
"တွင်","ရိုးစစ်သ်","ရေငုပ်",1
"တွင်","ရို့စ်","ကြည်လင်ပြတ်သား",1
"တွင်","ရိုတိုရောအာ","ပျက်",1
"တွင်","ရိုတိုရောအာ","ပါဝင်",1
"တွင်","ရိုဗာ","ကျိုး",1
"တွင်","ရိုမေးနီးယား","စစ်ဆေး",1
"တွင်","ရိုမေးနီးယား","စတင်",1
"တွင်","ရိုမေးနီးယား","စမ်းသပ်",1
"တွင်","ရိုမေးနီးယား","ဖြစ်",1
"တွင်","ရီပတ်ဘလစ်","ဖြစ်",1
"တွင်","ရီပတ်ဘလစ်","ရေးကြီး",1
"တွင်","ရီပတ်ဘလစ်",NA,1
"တွင်","ရီဗော်လူးရှင်း","အနိုင်ရ",1
"တွင်","ရီယာဒ်","မျှော်မှန်း",1
"တွင်","ရီယာဒ်","မြင့်တက်",1
"တွင်","ရီယာဒ်",NA,1
"တွင်","ရုံ","ကျင်းပ",1
"တွင်","ရုံ","ကျန်",1
"တွင်","ရုံ","ထုတ်လုပ်",1
"တွင်","ရုံ","နိုင်",1
"တွင်","ရုံ","ပေး",1
"တွင်","ရုံ","ဖွင့်",1
"တွင်","ရုံ","ဖော်ပြ",1
"တွင်","ရုံ","အနိုင်ယူ",1
"တွင်","ရုံ","အနိုင်ရ",1
"တွင်","ရုံး","ခန့်",1
"တွင်","ရုံး","ဆုံးဖြတ်",1
"တွင်","ရုံး","ဆောင်ရွက်",1
"တွင်","ရုံး","တိုက်ခိုက်",1
"တွင်","ရုံး","ထား",1
"တွင်","ရုံး","ထောက်ပံ့",1
"တွင်","ရုံး","ရရှိ",1
"တွင်","ရုံး","ရှိ",1
"တွင်","ရုံး","လုပ်",1
"တွင်","ရုံး","လုပ်ကိုင်",1
"တွင်","ရုံး","အစီစဉ်",1
"တွင်","ရုံခန်း","များ",1
"တွင်","ရုံးခန်း",NA,1
"တွင်","ရုံးတော်","စိန်ခေါ်",1
"တွင်","ရုံးပိတ်ရက်","ရောက်",1
"တွင်","ရုပ်ထု","ထိန်းသိမ်း",1
"တွင်","ရုပ်မြင်သံကြား","ကြေညာ",1
"တွင်","ရုပ်မြင်သံကြား","ဆင်တူ",1
"တွင်","ရုပ်မြင်သံကြား","ထုတ်",1
"တွင်","ရုပ်မြင်သံကြား","ထုတ်လွင့်",1
"တွင်","ရုပ်မြင်သံကြား","ပြသ",1
"တွင်","ရုပ်မြင်သံကြား","ပြုလုပ်",1
"တွင်","ရုပ်မြင်သံကြား","ပေါက်ကွဲ",1
"တွင်","ရုပ်မြင်သံကြား","ဖျော်ဖြေ",1
"တွင်","ရုပ်မြင်သံကြား","ဖော်ပြ",1
"တွင်","ရုပ်မြင်သံကြား","ဘေးကင်း",1
"တွင်","ရုပ်မြင်သံကြား","များ",1
"တွင်","ရုပ်မြင်သံကြား","သိ",1
"တွင်","ရုပ်မြင်သံကြား",NA,1
"တွင်","ရုပ်ရှင်","ကြည့်ရူ",1
"တွင်","ရုပ်ရှင်","ကာလီဟူ",1
"တွင်","ရုပ်ရှင်","ထိန်းသိမ်း",1
"တွင်","ရုပ်ရှင်","လုပ်",1
"တွင်","ရုပ်ရှင်","သရုပ်ဆောင်",1
"တွင်","ရုပ်ရှင်","အရေးမပါ",1
"တွင်","ရုပ်ရှင်","အသုံးပြု",1
"တွင်","ရုပ်ရှင်ရိုက်ကူးရေး","ရေးသား",1
"တွင်","ရုပ်ဝတ္ထု","ပိတ်ပင်",1
"တွင်","ရုပ်သံ","ပြောကြား",1
"တွင်","ရုပ်အလောင်း","ရရှိ",1
"တွင်","ရုံးမှတ်တမ်းစာ","ဖြေကြား",1
"တွင်","ရုရှား","ခိုလှုံ",1
"တွင်","ရုရှား","သူလျှိုလုပ်",1
"တွင်","ရေ","တိုးတက်",1
"တွင်","ရေ","နေ",1
"တွင်","ရေ","ပျော်ဝင်နိုင်",1
"တွင်","ရေ","ပါဝင်",1
"တွင်","ရေ","ပေ",1
"တွင်","ရေ","ပေါင်း",1
"တွင်","ရေ","ရော",1
"တွင်","ရေ","လုပ်ကိုင်",1
"တွင်","ရေကန်","ပေါလောပေါ်",1
"တွင်","ရေကြောင်း","ဖြည့်",1
"တွင်","ရေတပ်","ဖြစ်",1
"တွင်","ရေတပ်","လုပ်ဆောင်",1
"တွင်","ရေတပ်","သတိပေး",1
"တွင်","ရေတိမ်ပိုင်း","ဖမ်းဆီး",1
"တွင်","ရေတိမ်ပိုင်း","ရှူ",1
"တွင်","ရေဒီယို","ပါရှိ",1
"တွင်","ရေနံ","ထုတ်လုပ်",1
"တွင်","ရေနံ",NA,1
"တွင်","ရေနံတင်သင်္ဘော","တင်ဆောင်",1
"တွင်","ရေနံတူးစင်","ပေါက်ကွဲ",1
"တွင်","ရေပြင်","ကျင်းပ",1
"တွင်","ရေပိုင်နက်","ဖမ်းဆီး",1
"တွင်","ရေပိုင်နက်",NA,1
"တွင်","ရေးဗားဆိုက်","ကြာ",1
"တွင်","ရေယာဉ်","ရိုး",1
"တွင်","ရေယာဉ်","ရေးဆွဲ",1
"တွင်","ရေးရာ","စွက်ဖက်",1
"တွင်","ရေလက်ကြား","ကျင်းပ",1
"တွင်","ရေလက်ကြား","တိုက်ခိုက်",1
"တွင်","ရေလက်ကြား","နစ်",1
"တွင်","ရေလှိုင်း","ပျောက်ကွယ်",1
"တွင်","ရေအိုင်","မြင့်တက်",1
"တွင်","ရေအိုင်","သယ်ဆောင်",1
"တွင်","ရေအောက်","ထား",1
"တွင်","ရော့","တည်ရှိ",1
"တွင်","ရော့","ပျောက်ဆုံး",1
"တွင်","ရောက်ရှိချိန်","တိုက်",1
"တွင်","ရောက်ရှိချိန်","ဝမ်းနည်း",1
"တွင်","ရောက်ရှိခဲ့ချိန်","လုယက်",1
"တွင်","ရောက်ရှိလာချိန်","ဝုန်းဒိုင်းကြဲ",1
"တွင်","ရောဂါ","ကူးစက်",1
"တွင်","ရောဂါ","ကူညီ",1
"တွင်","ရောဂါ","ဖြစ်",1
"တွင်","ရောဂါ","သက်ရောက်",1
"တွင်","ရောဂါ","အခြေပြု",1
"တွင်","ရောဂါပိုး","ကူးစက်",1
"တွင်","ရောင်းခဲ့ချိန်","လွန်",1
"တွင်","ရောင်းဝယ်ရေး","ရှိ",1
"တွင်","ရောင်းအား","ရရှိ",1
"တွင်","ရောင်းအား","အံ့အားသင့်",1
"တွင်","ရောနှော","ရှေ့ဆောင်",1
"တွင်","ရောမ","စုရုံး",1
"တွင်","ရဲ","လက်နက်ချ",1
"တွင်","ရဲ",NA,1
"တွင်","ရဲတိုက်","တွေ့ဆုံ",1
"တွင်","လ","ကင်း",1
"တွင်","လ","ကင်းလှည့်",1
"တွင်","လ","ကစား",1
"တွင်","လ","ကန့်သတ်",1
"တွင်","လ","ကျခံ",1
"တွင်","လ","ကျန်ရှိဆဲ",1
"တွင်","လ","ကြမ်းတမ်း",1
"တွင်","လ","ကြိုးပမ်း",1
"တွင်","လ","ကြီး",1
"တွင်","လ","ကြောက်မက်",1
"တွင်","လ","ကြော်ငြာ",1
"တွင်","လ","ကွဲပြား",1
"တွင်","လ","ကုန်ကျ",1
"တွင်","လ","ကူညီ",1
"တွင်","လ","ခံစား",1
"တွင်","လ","ခန့်မှန်း",1
"တွင်","လ","ချမှတ်",1
"တွင်","လ","ခွင့်ပြု",1
"တွင်","လ","ခွဲထွက်",1
"တွင်","လ","ဂိမ်းကစား",1
"တွင်","လ","စစ်ဆေး",1
"တွင်","လ","စမ်းသပ်",1
"တွင်","လ","စာသင်ကြား",1
"တွင်","လ","စီစဥ်",1
"တွင်","လ","စီရင်",1
"တွင်","လ","စုံစမ်း",1
"တွင်","လ","စော",1
"တွင်","လ","ဆက်ခံ",1
"တွင်","လ","ဆွေးနွေး",1
"တွင်","လ","ဆို",1
"တွင်","လ","ဆိုင်",1
"တွင်","လ","ဆုံးရုံး",1
"တွင်","လ","ညှိနှိုင်း",1
"တွင်","လ","တင်ပြ",1
"တွင်","လ","တည်ခင်း",1
"တွင်","လ","တည်ငြိမ်စပြု",1
"တွင်","လ","တရားရင်ဆိုင်",1
"တွင်","လ","တရားရှုံး",1
"တွင်","လ","တူညီ",1
"တွင်","လ","တောင်းဆို",1
"တွင်","လ","ထွက်ခွာ",1
"တွင်","လ","ထွက်ပေါ်",1
"တွင်","လ","ထုတ်ပယ်",1
"တွင်","လ","ထုတ်ပြန်",1
"တွင်","လ","ထုတ်လုပ်",1
"တွင်","လ","ထူးခြား",1
"တွင်","လ","ထောင်",1
"တွင်","လ","ထောင်ကျ",1
"တွင်","လ","ထောင်ချ",1
"တွင်","လ","နှောင့်ယှက်",1
"တွင်","လ","နားလည်",1
"တွင်","လ","နာလန်ထူ",1
"တွင်","လ","နုတ်ထွက်",1
"တွင်","လ","နေထိုင်",1
"တွင်","လ","နောက်ကျ",1
"တွင်","လ","ပတ်",1
"တွင်","လ","ပြင်ဆင်",1
"တွင်","လ","ပြင်းထန်",1
"တွင်","လ","ပြန်",1
"တွင်","လ","ပြို",1
"တွင်","လ","ပြိုကွဲသွား",1
"တွင်","လ","ပြိုလဲ",1
"တွင်","လ","ပြု",1
"တွင်","လ","ပြုမူ",1
"တွင်","လ","ပြောကြား",1
"တွင်","လ","ပြောင်း",1
"တွင်","လ","ပါ",1
"တွင်","လ","ပို့",1
"တွင်","လ","ပို့ဆောင်",1
"တွင်","လ","ပိုမို",1
"တွင်","လ","ပုံနှိပ်",1
"တွင်","လ","ပူးပေါင်း",1
"တွင်","လ","ပဲ့ကိုင်",1
"တွင်","လ","ဖမ်းဆီး",1
"တွင်","လ","ဖယ်ရှား",1
"တွင်","လ","ဖျော်ဖြေ",1
"တွင်","လ","ဖြစ်ပျက်",1
"တွင်","လ","ဖြစ်ပေါ်တတ်",1
"တွင်","လ","ဖြန့်ကျက်",1
"တွင်","လ","ဖြေကြား",1
"တွင်","လ","ဖြေရှင်း",1
"တွင်","လ","ဖွင့်လှစ်",1
"တွင်","လ","ဖွဲ့စည်း",1
"တွင်","လ","ဖိတ်ကျ",1
"တွင်","လ","ဖော်",1
"တွင်","လ","ဘက်လိုက်",1
"တွင်","လ","မျှော်မှန်း",1
"တွင်","လ","မျှော်လင့်",1
"တွင်","လ","များ",1
"တွင်","လ","မြင့်တက်",1
"တွင်","လ","မဲ",1
"တွင်","လ","မဲပေး",1
"တွင်","လ","ရင်ဆိုင်",1
"တွင်","လ","ရင်းနှီးမြှုပ်နှံ",1
"တွင်","လ","ရပ်တန့်",1
"တွင်","လ","ရပ်နား",1
"တွင်","လ","ရရှိ",1
"တွင်","လ","ရုပ်သိမ်း",1
"တွင်","လ","ရေးထိုး",1
"တွင်","လ","ရောက်",1
"တွင်","လ","လျှော့ချ",1
"တွင်","လ","လွတ်ငြိမ်း",1
"တွင်","လ","လွှတ်ပေး",1
"တွင်","လ","လွှဲပြောင်း",1
"တွင်","လ","လှုပ်ရှား",1
"တွင်","လ","လိုက်နာ",1
"တွင်","လ","လူသတ်",1
"တွင်","လ","လဲကျသွား",1
"တွင်","လ","ဝင်ရောက်",1
"တွင်","လ","ဝယ်ယူ",1
"တွင်","လ","ဝေဖန်",1
"တွင်","လ","သက်ဆင်း",1
"တွင်","လ","သက်တမ်းကုန်ဆုံး",1
"တွင်","လ","သယ်",1
"တွင်","လ","သုံး",1
"တွင်","လ","ဟင်းချို",1
"တွင်","လ","အစပျိုး",1
"တွင်","လ","အစားထိုး",1
"တွင်","လ","အစီစဉ်ချမှတ်",1
"တွင်","လ","အဆင်သင့်",1
"တွင်","လ","အဆိပ်သင့်",1
"တွင်","လ","အဆုံးသတ်",1
"တွင်","လ","အနားယူ",1
"တွင်","လ","အပြစ်ရှိ",1
"တွင်","လ","အရည်ပျော်",1
"တွင်","လ","အရည်ပျော်သွား",1
"တွင်","လ","အရေးယူ",1
"တွင်","လ","အသရေဖျက်",1
"တွင်","လ","အာဏာသိမ်း",1
"တွင်","လက္ခဏာ","ကြုံ",1
"တွင်","လက္ခဏာ","သိသာထင်ရှား",1
"တွင်","လက်","ကျန်",1
"တွင်","လက်","ခံစား",1
"တွင်","လက်","ပြင်းထန်",1
"တွင်","လက်","ဖုံး",1
"တွင်","လက်","အပ်နှံ",1
"တွင်","လက်ကြား","တိမ်းမှောက်",1
"တွင်","လက်ကြား",NA,1
"တွင်","လက်ကိုင်တုတ်","ရှိ",1
"တွင်","လက်ကိုင်ဖုန်း","ရိုက်",1
"တွင်","လက်ကောက်ဝတ်","မှန်",1
"တွင်","လက်ကောက်ဝတ်","ရိုက်ချ",1
"တွင်","လက်ကောက်ဝတ်","လွန်",1
"တွင်","လက်ခံရရှိခဲ့ချိန်","လက်ခံ",1
"တွင်","လက်စ်ဗီးဂတ်စ်",NA,1
"တွင်","လက်ဆာ","အသတ်ခံ",1
"တွင်","လက်တွေ့","လုပ်ဆောင်",1
"တွင်","လက်တွေ့","သိမြင်နိင်",1
"တွင်","လက်တွေ့","အဆက်အသွယ်မလုပ်",1
"တွင်","လက်တွေ့","အသုံးပြု",1
"တွင်","လက်တီကျု","ဖြစ်",1
"တွင်","လက်ထက်","စီမံ",1
"တွင်","လက်ထက်","ထောက်ပံ့",1
"တွင်","လက်ထက်","ဖျက်သိမ်း",1
"တွင်","လက်ထဲ","ဝင်",1
"တွင်","လက်နက်","ကျွမ်းကျင်",1
"တွင်","လက်နက်","ထင်ရှား",1
"တွင်","လက်နက်","ပါဝင်",1
"တွင်","လက်နက်","ဖျက်ဆီး",1
"တွင်","လက်နက်","သုံး၍",1
"တွင်","လက်နက်ကိုင်","ပါဝင်",1
"တွင်","လက်ဘနွန်","ကွပ်ကဲ",1
"တွင်","လက်မ","ကျန်",1
"တွင်","လက်မ","ကျော်",1
"တွင်","လက်မှတ်","ကြန့်ကြာ",1
"တွင်","လက်မှတ်","ထင်ရှား",1
"တွင်","လက်ယာဘက်","နေ",1
"တွင်","လက်ရာ","ပါဝင်",1
"တွင်","လက်လနွန်","ဝင်စီး",1
"တွင်","လက်လနွန်","အသတ်ခံ",1
"တွင်","လက်ဝယ်","ထား",1
"တွင်","လက်ဝှေ့","ရရှိ",1
"တွင်","လက်ဝှေ့ပွဲ","တိုက်ခိုက်",1
"တွင်","လက်အမ်ဘော့","ရှိ",1
"တွင်","လက်အောက်","ကာကွယ်ပေးနိုင်",1
"တွင်","လက်အောက်","စုစည်း",1
"တွင်","လက်အောက်","ရ",1
"တွင်","လက်အောက်","ရှိ",1
"တွင်","လင့်ခ်","ကြည့်",1
"တွင်","လင်းနို့","ကြိုးစား",1
"တွင်","လင်းနို့","ထိန်းသိမ်း",1
"တွင်","လစာ","တိုးမြှင့်",1
"တွင်","လစ်ဗနွန်","ထိုးစစ်ဆင်",1
"တွင်","လစ်ဗျား","အုံကြွ",1
"တွင်","လဆန်းပိုင်း","လွှတ်တင်",1
"တွင်","လန်ကန်စ်တာ","တိုက်",1
"တွင်","လန်ကန်စ်တာ","သေဆုံး",1
"တွင်","လန်ဒန်","ကျင်းပ",1
"တွင်","လန်ဒန်","စာရင်းသွင်း",1
"တွင်","လန်ဒန်","တည်ဆောက်",1
"တွင်","လန်ဒန်","တွေ့မြင်",1
"တွင်","လန်ဒန်","တိုက်ခိုက်",1
"တွင်","လန်ဒန်","ဖမ်းဆီး",1
"တွင်","လန်ဒန်","မှားယွင်း",1
"တွင်","လန်ဒန်","ရပ်တန့်",1
"တွင်","လန်ဒန်","ရရှိ",1
"တွင်","လန်ဒန်","လုံခြုံ",1
"တွင်","လန်ဒန်","လုပ်",1
"တွင်","လန်ဒန်","လုပ်ဆောင်",1
"တွင်","လန်ဒန်","အကြမ်းဖက်",1
"တွင်","လပက်ဇ်","ပူးပေါင်း",1
"တွင်","လမိုလီနာ့","မေး",1
"တွင်","လမ်း","ခေါင်းဆောင်",1
"တွင်","လမ်း","တည်ရှိ",1
"တွင်","လမ်း","တိုက်ခိုက်",1
"တွင်","လမ်း","ပစ်ခတ်",1
"တွင်","လမ်း","ပျက်စီး",1
"တွင်","လမ်း","ပြေးဆွဲ",1
"တွင်","လမ်း","များ",1
"တွင်","လမ်း","ရွှေ့ပြောင်း",1
"တွင်","လမ်း","သေဆုံး",1
"တွင်","လမ်း","အကြမ်းဖက်",1
"တွင်","လမ်းကြောင်း","ကျော်ဖြတ်",1
"တွင်","လမ်းကြောင်း","စတင်",1
"တွင်","လမ်းကြောင်း","စွန့်ပစ်",1
"တွင်","လမ်းကြောင်း","တွေ့",1
"တွင်","လမ်းကြောင်း","ပြိုင်",1
"တွင်","လမ်းကြောင်း","ပြေးဆွဲ",1
"တွင်","လမ်းကြောင်း","ပြောင်း",1
"တွင်","လမ်းကြောင်း","ဖြစ်",1
"တွင်","လမ်းကြောင်း","မြှင့်တင်",1
"တွင်","လမ်းကြောင်း","ယူ",1
"တွင်","လမ်းကြောင်း","လည်ပတ်",1
"တွင်","လမ်းခုလတ်","ဖြစ်",1
"တွင်","လမ်းခုလတ်","များ",1
"တွင်","လမ်းခုလပ်","ဆန္ဒပြ",1
"တွင်","လမ်းခုလပ်",NA,1
"တွင်","လမ်းစဉ်","ဖြစ်",1
"တွင်","လမ်းစဉ်",NA,1
"တွင်","လမ်းဆုံနေရာ","ဖြစ်ပွား",1
"တွင်","လမ်းဆုံနေရာ",NA,1
"တွင်","လမ်းဘေး","ဆန္ဒပြ",1
"တွင်","လမ်းဘေး","ထား",1
"တွင်","လမ်းဘေး","မှောက်",1
"တွင်","လမ်းမ","ကျင်းပ",1
"တွင်","လမ်းမ","နေရာယူ",1
"တွင်","လမ်းမ","ပေး",1
"တွင်","လမ်းမ","ဖြစ်ပျက်",1
"တွင်","လမ်းမကြီး","တင်သွင်း",1
"တွင်","လမ်းမကြီး","လှည့်",1
"တွင်","လမ်းမကြီး","ဦးတည်",1
"တွင်","လမ်းမကြီး",NA,1
"တွင်","လယ်","စစ်ဆင်",1
"တွင်","လယ်ပိုင်း","တိုက်ခိုက်",1
"တွင်","လျှောက်လမ်း","ကြိုဆို",1
"တွင်","လျှောက်လွှာ","စီမံ",1
"တွင်","လျှောက်လွှာ","ပိုမို",1
"တွင်","လျှောက်လဲချက်","ပါ",1
"တွင်","လွတ်တော်","ရ",1
"တွင်","လွတ်တော်","အာဏာရှိ",1
"တွင်","လွယ်အိတ်","မှတ်တမ်းတင်နိုင်",1
"တွင်","လွှတ်တော်","ထမ်းဆောင်",1
