"text","tag","value","order","tar_flg","tag_noun","value_noun","order_noun","tag_verb","value_verb","order_verb"
"SNT.23751.8520","adp","တွင်",10,1,"noun","အိမ်",9,"verb","တွေ့",11
"SNT.23751.8521","adp","မှာ",11,1,"noun","လူမျိုး",2,"verb","စုံစမ်း",12
"SNT.23751.8524","adp","တွင်",10,1,"noun","ကြား",9,"verb","ဖြစ်",11
"SNT.23751.8528","adp","တွင်",14,1,"noun","နောက်ဆုံး",13,NA,NA,NA
"SNT.23751.8528","adp","တွင်",17,1,"noun","နောက်ဆုံး",13,"verb","ပြသ",18
"SNT.5008.8531","adp","တွင်",11,1,"noun","ရေ",10,"verb","ပျော်ဝင်နိုင်",12
"SNT.5008.8535","adp","တွင်",5,1,"noun","ယခု",1,"verb","ပါ",6
"SNT.111294.8543","adp","တွင်",3,1,"noun","အိုစီရှပ်",2,"verb","ဖြစ်ပွား",9
"SNT.111294.8545","adp","တွင်",8,1,"noun","ဂျော်ဂျီရာ",7,"verb","ချုပ်နှောင်",11
"SNT.111294.8546","adp","တွင်",6,1,"noun","နေ့",5,NA,NA,NA
"SNT.111294.8546","adp","တွင်",13,1,"noun","နေ့",5,"verb","အခြေစိုက်",14
"SNT.111294.8549","adp","တွင်",13,1,"noun","ယာဘက်",12,"verb","တည်ရှိ",23
"SNT.111294.8551","adp","တွင်",4,1,"noun","ရန်ပွဲ",3,"verb","ရပ်စဲ",6
"SNT.111294.8553","adp","တွင်",7,1,"noun","သြဂုတ်",5,"verb","ဗုံးကြဲ",13
"SNT.111294.8555","adp","တွင်",4,1,"noun","ရက်",3,"verb","ယှဉ်",16
"SNT.111294.8556","adp","တွင်",3,1,"noun","နေ့",2,"verb","ဝင်",12
"SNT.111294.8557","adp","တွင်",6,1,"noun","နေ့",5,"verb","ပိတ်ဆို့",17
"SNT.111294.8558","adp","မှာ",4,1,"noun","လုပ်ရပ်",3,"verb","ထိတွေ့",7
"SNT.104236.8559","adp","တွင်",11,1,"noun","မိန့်ခွန်း",8,"verb","ပြု",22
"SNT.104236.8560","adp","မှာ",20,1,"noun","လွှတ်တော်",14,"verb","ရ",22
"SNT.104236.8562","adp","တွင်",5,1,"noun","ဟရေရာ",4,NA,NA,NA
"SNT.104236.8562","adp","၌",9,1,"noun","ဟရေရာ",4,"verb","ပြော",11
"SNT.104236.8562","adp","မှာ",59,1,"noun","အကြံအစည်",52,"verb","စွမ်းဆောင်",60
"SNT.104236.8563","adp","မှာ",41,1,"noun","ဇင်ဘာဘွေ",40,"verb","ရောင်း",42
"SNT.104236.8564","adp","တွင်",29,1,"noun","ရှေ့",28,"verb","တူ",33
"SNT.104236.8565","adp","မှာ",42,1,"noun","အပေါ်",41,"verb","အခြေခံ",43
"SNT.104236.8565","adp","မှာ",72,1,"noun","ဘရောင်း",56,"verb","ပြော",74
"SNT.104236.8566","adp","တွင်",7,1,"noun","နောက်ဆုံး",6,"verb","ခွဲခြား",11
"SNT.104236.8566","adp","တွင်",47,1,"noun","နေ့",38,"verb","ပြုလုပ်",51
"SNT.477625.8567","adp","တွင်",21,1,"noun","အစောပိုင်း",20,"verb","ကန့်သတ်",26
"SNT.477625.8574","adp","တွင်",6,1,"noun","သြဂုတ်",4,"verb","စတင်",7
"SNT.477625.8574","adp","တွင်",17,1,"noun","ရက်",16,"verb","သွား",25
"SNT.23747.8575","adp","တွင်",18,1,"noun","နေရာ",17,"verb","ဖမ်းဆီး",19
"SNT.23747.8576","adp","တွင်",7,1,"noun","အပိုင်း",6,"verb","ဖမ်းဆီး",12
"SNT.23747.8577","adp","၌",3,1,"noun","မြို့",2,NA,NA,NA
"SNT.23747.8577","adp","တွင်",12,1,"noun","မြို့",2,NA,NA,NA
"SNT.23747.8577","adp","၌",14,1,"noun","မြို့",2,"verb","ဝင်ရောက်",16
"SNT.23747.8577","adp","တွင်",20,1,"noun","ဖြစ်ရပ်",19,"verb","ဖမ်းဆီး",21
"SNT.23747.8577","adp","၌",26,1,"noun","မြို့",25,"verb","ပြော",37
"SNT.72886.8578","adp","တွင်",10,1,"noun","နာရီ",9,"verb","အကြံပေး",12
"SNT.72886.8579","adp","တွင်",20,1,"noun","ဝီကီပီဒီယား",19,"verb","တွေ့",22
"SNT.72886.8579","adp","တွင်",28,1,"noun","နာရီ",26,"verb","သေဆုံး",31
"SNT.72886.8579","adp","တွင်",43,1,"noun","စာမျက်နှာ",42,"verb","အသုံးပြု",44
"SNT.72886.8581","adp","တွင်",42,1,"noun","အချိန်",41,"verb","အာရုံစိုက်",45
"SNT.72886.8583","adp","တွင်",9,1,"noun","စတန်းဖို့",8,"verb","စတင်",10
"SNT.72886.8583","adp","တွင်",20,1,"noun","တည်နေရာ",18,"verb","ဖြစ်ပျက်",23
"SNT.112124.8587","adp","တွင်",10,1,"noun","ရက်",9,"verb","ပိတ်",11
"SNT.112124.8592","adp","တွင်",2,1,"noun","အိုင်ဒီအန်အာ",1,"verb","ဖြတ်တောက်",3
"SNT.112124.8592","adp","တွင်",15,1,"noun","အိုင်ဒီစီအက်ဖ်",14,"verb","ဖြတ်တောက်",16
"SNT.112124.8594","adp","တွင်",19,1,"noun","နေရာ",14,"verb","ရှိ",20
"SNT.112124.8595","adp","တွင်",4,1,"noun","ရက်",3,"verb","ဝင်",10
"SNT.397139.8599","adp","တွင်",17,1,"noun","ခုနှစ်",16,"verb","သေဆုံး",18
"SNT.397139.8599","adp","တွင်",25,1,"noun","ခုနှစ်",24,"verb","သေဆုံး",26
"SNT.397139.8600","adp","တွင်",5,1,"noun","ဒီဂို",4,"verb","အသိအမှတ်ပြု",6
"SNT.397139.8601","adp","တွင်",47,1,"noun","နောက်ဘက်ပိုင်း",45,"verb","ပေါင်းထည့်",48
"SNT.397139.8602","adp","တွင်",9,1,"noun","ပြတိုက်",6,"verb","ပြသ",12
"SNT.397139.8605","adp","တွင်",8,1,"noun","လက်ရာ",3,"verb","ပါဝင်",23
"SNT.10077.8608","adp","တွင်",4,1,"noun","အပ်",3,"verb","သိမ်းဆည်း",7
"SNT.21622.8612","adp","တွင်",27,1,"noun","အော်လန်",26,"verb","ပေး",29
"SNT.21622.8614","adp","တွင်",5,1,"noun","နေ့",4,"verb","ထောက်ပံ့",10
"SNT.21622.8615","adp","တွင်",22,1,"noun","နေ့",21,"verb","ကမ်းလှမ်း",23
"SNT.21622.8615","adp","တွင်",35,1,"noun","ဆောင်ရွက်နေချိန်",34,"verb","စောင့်",38
"SNT.21622.8616","adp","တွင်",8,1,"noun","နေ့",7,"verb","ရောက်",16
"SNT.21622.8616","adp","တွင်",23,1,"noun","နေ့",7,"verb","လုံလောက်",24
"SNT.47013.8617","adp","၌",13,1,"noun","ဝန်းကျင်",12,NA,NA,NA
"SNT.47013.8617","adp","တွင်",16,1,"noun","ဝန်းကျင်",12,"verb","ရှိ",20
"SNT.47013.8618","adp","၌",4,1,"noun","ညနေပိုင်း",3,"verb","နီးကပ်",8
"SNT.47013.8618","adp","တွင်",12,1,"noun","ပြည်နယ်",11,"verb","ကျန်ရစ်",19
"SNT.47013.8622","adp","တွင်",3,1,"noun","ပြည်နယ်",2,NA,NA,NA
"SNT.47013.8622","adp","၌",9,1,"noun","ပြည်နယ်",2,"verb","ပျက်စီး",12
"SNT.47013.8624","adp","တွင်",37,1,"noun","ရောက်ရှိချိန်",36,"verb","တိုက်",51
"SNT.118238.8627","adp","တွင်",10,1,"noun","စတီးရောစ်",9,"verb","ပြည့်ကျပ်",12
"SNT.118238.8627","adp","တွင်",51,1,"noun","နေ့",50,"verb","ထုတ်ပြန်",57
"SNT.118238.8628","adp","၌",28,1,"noun","လက်ကြား",27,NA,NA,NA
"SNT.118238.8628","adp","တွင်",34,1,"noun","လက်ကြား",27,NA,NA,NA
"SNT.118238.8628","adp","တွင်",48,1,"noun","လက်ကြား",27,"verb","တိမ်းမှောက်",50
"SNT.118238.8628","adp","တွင်",54,1,"noun","အချိန်",53,"verb","တင်",59
"SNT.118238.8629","adp","တွင်",5,1,"noun","လုပ်ငန်း",3,"verb","ကယ်ဆယ်",10
"SNT.118238.8633","adp","၌",9,1,"noun","ပင်လယ်ပြင်",8,"verb","သေဆုံး",12
"SNT.118238.8636","adp","တွင်",3,1,"noun","လ",2,"verb","ကြမ်းတမ်း",8
"SNT.118238.8636","adp","တွင်",11,1,"noun","ပင်လယ်ပြင်",10,"verb","နစ်မြုပ်",16
"SNT.118238.8636","adp","တွင်",28,1,"noun","အနီးအနား",27,"verb","ဖြတ်သန်း",29
"SNT.118238.8637","adp","တွင်",4,1,"noun","သီတင်းပတ်",2,"verb","ရေနစ်",9
"SNT.118238.8637","adp","၌",16,1,"noun","အလယ်ပိုင်း",15,"verb","တင်",18
"SNT.60500.8640","adp","တွင်",27,1,"noun","နေ့",26,NA,NA,NA
"SNT.60500.8640","adp","၌",29,1,"noun","နေ့",26,"verb","ပြောကြား",38
"SNT.60500.8642","adp","တွင်",20,1,"noun","အင်တာဗျူး",17,"verb","ကြာရှည်",29
"SNT.60500.8642","adp","တွင်",80,1,"noun","အင်တာဗျူး",77,"verb","သောင်းကျန်း",88
"SNT.60500.8647","adp","မှာ",13,1,"noun","လက်နက်",7,"verb","ဖြစ်",21
"SNT.60500.8648","adp","တွင်",19,1,"noun","ပြုလုပ်နေချိန်",18,"verb","ကျွမ်းကျင်",22
"SNT.60500.8649","adp","တွင်",7,1,"noun","အချိန်",6,"verb","ထွက်ပေါ်",10
"SNT.60500.8649","adp","တွင်",32,1,"noun","ခုနှစ်",31,"verb","တိုက်ခိုက်",34
"SNT.60500.8653","adp","တွင်",9,1,"noun","စစ်ပွဲ",8,"verb","ကျော်",13
"SNT.60500.8655","adp","တွင်",5,1,"noun","ပင်လယ်ကွေ့",4,"verb","ပြီး",6
"SNT.64674.8656","adp","တွင်",5,1,"noun","ပတ်လမ်း",4,NA,NA,NA
"SNT.64674.8656","adp","၌",16,1,"noun","ပတ်လမ်း",4,"verb","မောင်း",19
"SNT.64674.8657","adp","တွင်",18,1,"noun","အတော်များ",16,"verb","တည်ရှိ",20
"SNT.64674.8660","adp","တွင်",11,1,"noun","အပြင်ဘက်",10,"verb","ပါဝင်",15
"SNT.40992.8661","adp","တွင်",9,1,"noun","အတွင်း",7,"verb","ကြာ",13
"SNT.40992.8664","adp","တွင်",6,1,"noun","နေ့",5,"verb","ရှိ",8
"SNT.40992.8664","adp","၌",13,1,"noun","မိုင်းတွင်း",12,NA,NA,NA
"SNT.40992.8664","adp","တွင်",27,1,"noun","မိုင်းတွင်း",12,"verb","ပြို",30
"SNT.40992.8666","adp","မှာ",30,1,"noun","အတွင်း",29,"verb","ပိတ်",31
"SNT.40992.8668","adp","တွင်",5,1,"noun","အောက်",4,"verb","ထုတ်",13
"SNT.40992.8671","adp","တွင်",6,1,"noun","သီတင်းပတ်",5,"verb","ဆက်သွယ်",14
"SNT.40992.8672","adp","တွင်",5,1,"noun","အောက်",4,"verb","ထုတ်",13
"SNT.40992.8672","adp","တွင်",22,1,"noun","မဂ္ဂဇင်း",20,"verb","ထည့်",26
"SNT.40992.8674","adp","တွင်",9,1,"noun","လက်",7,"verb","ကျန်",10
"SNT.40992.8675","adp","တွင်",6,1,"noun","နေ့",5,"verb","ကယ်တင်",7
"SNT.40992.8675","adp","တွင်",22,1,"noun","လူ",14,"verb","ပိတ်",23
"SNT.276841.8676","adp","တွင်",32,1,"noun","အရွယ်",31,"verb","ကွယ်လွန်",33
"SNT.276841.8677","adp","တွင်",18,1,"noun","ဝါတလာ",17,"verb","ကွယ်လွန်",19
"SNT.276841.8678","adp","တွင်",23,1,"noun","အသင်း",21,"verb","ကစား",24
"SNT.276841.8681","adp","တွင်",10,1,"noun","ရုံ",9,"verb","ကစား",11
"SNT.276841.8683","adp","၌",3,1,"noun","ခုနှစ်",2,"verb","တရားဝင်",4
"SNT.276841.8685","adp","တွင်",19,1,"noun","ခုနှစ်",18,"verb","ဆိုင်",24
"SNT.276841.8686","adp","တွင်",4,1,"noun","အတွင်း",3,"verb","ထမ်းဆောင်",14
"SNT.276841.8687","adp","တွင်",8,1,"noun","အသက်",6,"verb","သေဆုံး",9
"SNT.276841.8687","adp","တွင်",28,1,"noun","လ",27,"verb","ဖြစ်",29
"SNT.194115.8688","adp","တွင်",3,1,"noun","နေ့",2,"verb","အကြမ်းဖက်",9
"SNT.194115.8689","adp","၌",20,1,"noun","ဒေသ",19,"verb","ရှိ",34
"SNT.194115.8690","adp","တွင်",24,1,"noun","ဖွဲ့",13,"verb","ပါဝင်",26
"SNT.194115.8694","adp","တွင်",10,1,"noun","နောက်ကွယ်",9,"verb","ရှိ",12
"SNT.194115.8695","adp","တွင်",10,1,"noun","ဒေသ",9,"verb","ဖမ်းဆီး",11
"SNT.194115.8696","adp","တွင်",6,1,"noun","ကုန်းမြေ",5,"verb","ရေနံ-ထုတ်လုပ်",7
"SNT.116697.8697","adp","တွင်",26,1,"noun","ကောက်ခံပွဲ",25,"verb","အုပ်ချုပ်",30
"SNT.116697.8705","adp","မှာ",25,1,"noun","အရပ်",24,"verb","ကြိုက်",28
"SNT.116697.8705","adp","မှာ",36,1,"noun","အရပ်",34,"verb","နဲသွားပြီ",39
"SNT.9705.8708","adp","တွင်",6,1,"noun","နယ်",5,NA,NA,NA
"SNT.9705.8708","adp","မှာ",15,1,"noun","နယ်",5,"verb","စတင်",21
"SNT.9705.8709","adp","မှာ",15,1,"noun","စာ",12,"verb","စုံစမ်း",22
"SNT.9705.8709","adp","မှာ",48,1,"noun","ဧရိယာ",45,"verb","သောင်းကျန်း",50
"SNT.9705.8711","adp","တွင်",8,1,"noun","စစ်တပ်",2,"verb","စစ်ဆင်",10
"SNT.9705.8712","adp","တွင်",18,1,"noun","ဗုံ-လုပ်ရာ",17,"verb","အသုံးပြု",19
"SNT.232740.8724","adp","တွင်",12,1,"noun","မြောက်ဘက်",11,"verb","ဖြစ်ပွား",13
"SNT.232740.8725","adp","တွင်",37,1,"noun","သူ",27,"verb","သတင်းပေး",41
"SNT.120202.8734","adp","မှာ",10,1,"noun","မနက်",9,"verb","စတင်",18
"SNT.120202.8735","adp","မှာ",10,1,"noun","စက်ရုံ",9,"verb","ဆန္ဒပြ",13
"SNT.120202.8736","adp","၌",13,1,"noun","နေရာ",11,"verb","လမ်းလျှောက်",16
"SNT.120202.8740","adp","မှာ",4,1,"noun","တောင်ဘက်",3,"verb","ရှိ",5
"SNT.120202.8740","adp","မှာ",11,1,"noun","တီးစိုက်",10,"verb","ရှိ",12
"SNT.120202.8740","adp","မှာ",19,1,"noun","ဖယ်ရီ",18,"verb","ရှိ",20
"SNT.120202.8740","adp","မှာ",27,1,"noun","ပြည်နယ်",26,"verb","ရှိ",28
"SNT.120202.8740","adp","မှာ",34,1,"noun","စကော့တလန်",33,"verb","ရှိ",35
"SNT.120202.8741","adp","တွင်",6,1,"noun","ပြင်ပ",5,"verb","ဖြစ်ပွား",7
"SNT.120202.8741","adp","တွင်",33,1,"noun","နေ့",32,"verb","ပြောကြား",34
"SNT.78052.8744","adp","မှာ",5,1,"noun","အီဗန်",4,NA,NA,NA
"SNT.78052.8744","adp","တွင်",10,1,"noun","အီဗန်",4,"verb","အခြေစိုက်",14
"SNT.78052.8744","adp","တွင်",25,1,"noun","အနီး",24,"verb","ရ",26
"SNT.78052.8746","adp","တွင်",3,1,"noun","အိုင်ဖုန်း",5,NA,NA,NA
"SNT.78052.8746","adp","တွင်",11,1,"noun","အိုင်ဖုန်း",5,"verb","ရှိ",13
"SNT.78052.8747","adp","တွင်",5,1,"noun","အဓိပ္ပါယ်",4,NA,NA,NA
"SNT.78052.8747","adp","တွင်",13,1,"noun","အဓိပ္ပါယ်",4,"verb","ကူးယူ",14
"SNT.78052.8748","adp","တွင်",10,1,"noun","အိမ်",9,"verb","သုံးစွဲ",16
"SNT.78052.8748","adp","တွင်",21,1,"noun","နေရာ",20,"verb","ကူးယူ",25
"SNT.78052.8750","adp","တွင်",6,1,"noun","လ",5,"verb","ဂိမ်းကစား",9
"SNT.78052.8751","adp","တွင်",9,1,"noun","နေ့",8,NA,NA,NA
"SNT.78052.8751","adp","တွင်",19,1,"noun","နေ့",8,NA,NA,NA
"SNT.78052.8751","adp","တွင်",24,1,"noun","နေ့",8,"verb","ထုတ်",25
"SNT.78052.8751","adp","တွင်",30,1,"noun","စမတ်ဖုန်း",29,"verb","ရှိ",47
"SNT.78052.8752","adp","တွင်",4,1,"noun","ပြပွဲ",3,"verb","ပြသ",5
"SNT.78052.8752","adp","တွင်",18,1,"noun","လ",17,"verb","ရှိ",20
"SNT.78052.8753","adp","မှာ",19,1,"noun","အတွင်း",18,"verb","ပြသ",20
"SNT.78052.8754","adp","တွင်",40,1,"noun","ကမ္ဘာ",39,"verb","ရှိ",41
"SNT.63098.8756","adp","မှာ",5,1,"noun","ဘယ်လ်ဂျီယမ်",4,"verb","ဖြစ်",10
"SNT.5942.8761","adp","တွင်",32,1,"noun","နေ့",31,"verb","ထုတ်ဝေ",36
"SNT.5942.8764","adp","မှာ",28,1,"noun","ဆောင်းပါး",25,NA,NA,NA
"SNT.5942.8764","adp","မှာ",35,1,"noun","ဆောင်းပါး",25,"verb","ပါဝင်",40
"SNT.32490.8766","adp","တွင်",84,1,"noun","ဌာန",82,"verb","နေရာချ",85
"SNT.32490.8767","adp","တွင်",38,1,"noun","ကိစ္စ",31,"verb","ပြုလုပ်",47
"SNT.32490.8767","adp","မှာ",74,1,"noun","နေ့",73,"verb","တားမြစ်",76
"SNT.32490.8768","adp","တွင်",12,1,"noun","နေ့",11,"verb","လက်သရမ်း",28
"SNT.32490.8769","adp","တွင်",17,1,"noun","နောက်ဆုံး",16,"verb","လက်ဆော့",18
"SNT.32490.8770","adp","မှာ",10,1,"noun","ရုံး",9,"verb","အသုံးပြု",11
"SNT.32490.8771","adp","မှာ",23,1,"noun","ဝန်ထမ်း",21,"verb","အပြုသဘောမဆောင်",27
"SNT.32490.8771","adp","တွင်",104,1,"noun","ဥပဒေ",101,"verb","ပါ",107
"SNT.32490.8773","adp","မှာ",6,1,"noun","ပွဲ",3,"verb","ရှိ",10
"SNT.32490.8775","adp","မှာ",4,1,"noun","အစည်းအဝေး",3,"verb","လာ",10
"SNT.32490.8776","adp","မှာ",3,1,"noun","ခုနှစ်",2,"verb","ပြု",8
"SNT.32490.8776","adp","မှာ",51,1,"noun","လ",50,"verb","ပယ်ထုတ်",52
"SNT.1925.8780","adp","တွင်",12,1,"noun","နေ့",11,"verb","ကြော်ငြာ",13
"SNT.102155.8782","adp","မှာ",10,1,"noun","လက်ဆာ",9,NA,NA,NA
"SNT.102155.8782","adp","တွင်",17,1,"noun","လက်ဆာ",9,"verb","အသတ်ခံ",21
"SNT.102155.8782","adp","မှာ",29,1,"noun","သတင်း",28,"verb","တည်ပြု",30
"SNT.102155.8783","adp","မှာ",13,1,"noun","လက်ဆာ",12,"verb","လုံခြုံ",15
"SNT.102155.8783","adp","တွင်",23,1,"noun","အရှေ့",22,"verb","သေ",25
"SNT.102155.8785","adp","မှာ",6,1,"noun","နေ့",3,"verb","လှည့်လည်",8
"SNT.102155.8786","adp","တွင်",19,1,"noun","လာဆာ",18,"verb","ကယ်တင်",23
"SNT.214103.8796","adp","မှာ",6,1,"noun","နယ်နမိတ်",4,"verb","အကြမ်းဖက်",9
"SNT.214103.8796","adp","မှာ",11,1,"noun","နယ်နမိတ်",4,"verb","ဖြစ်ပွား",16
"SNT.214103.8797","adp","မှာ",6,1,"noun","ချီတက်ဆန္ဒပြပွဲ",5,"verb","ပူးပေါင်း",7
"SNT.214103.8798","adp","၌",10,1,"noun","ချီတက်ပွဲ",8,"verb","လိုက်",11
"SNT.214103.8799","adp","မှာ",18,1,"noun","ဖွံ့ဖြိုးတိုးတက်ရေး",17,NA,NA,NA
"SNT.214103.8799","adp","တွင်",21,1,"noun","ဖွံ့ဖြိုးတိုးတက်ရေး",17,"verb","ပါဝင်",22
"SNT.323136.8801","adp","မှာ",17,1,"noun","နှစ်",15,"verb","ဆွေးနွေး",18
"SNT.634633.8811","adp","မှာ",16,1,"noun","ဒီဇင်ဘာ",15,"verb","ရှိ",20
"SNT.102990.8826","adp","တွင်",10,1,"noun","ဧရိယာ",9,"verb","သိသာထင်ရှား",13
"SNT.102990.8832","adp","မှာ",23,1,"noun","လက်",21,"verb","လိုအပ်",27
"SNT.77620.8840","adp","မှာ",10,1,"noun","ဆစ်",5,"verb","ရရှိ",19
"SNT.77620.8845","adp","တွင်",28,1,"noun","ကြား",27,NA,NA,NA
"SNT.77620.8845","adp","မှာ",32,1,"noun","ကြား",27,"verb","လိုအပ်",35
"SNT.77620.8847","adp","တွင်",9,1,"noun","ရက်",8,NA,NA,NA
"SNT.77620.8847","adp","မှာ",13,1,"noun","ရက်",8,"verb","ကစား",14
"SNT.60231.8848","adp","တွင်",31,1,"noun","ခန်း",30,"verb","သတိလစ်",32
"SNT.60231.8849","adp","မှာ",16,1,"noun","နာရီ",14,"verb","သေ",17
"SNT.60231.8850","adp","တွင်",51,1,"noun","အီးအက်စ်တီ",49,"verb","တင်",53
"SNT.60231.8853","adp","တွင်",18,1,"noun","နေ့",17,NA,NA,NA
"SNT.60231.8853","adp","၌",21,1,"noun","နေ့",17,NA,NA,NA
"SNT.60231.8853","adp","တွင်",26,1,"noun","နေ့",17,"verb","တည်း",31
"SNT.60231.8854","adp","တွင်",4,1,"noun","မနက်ဖြန်",3,"verb","ငွေရှင်း",5
"SNT.60231.8857","adp","တွင်",21,1,"noun","နေ့",20,"verb","ရင်ခွဲ",24
"SNT.60231.8859","adp","တွင်",19,1,"noun","အခန်း",18,"verb","နေ",22
"SNT.60231.8860","adp","မှာ",4,1,"noun","အခု",2,"verb","သိ",9
"SNT.60231.8864","adp","မှာ",5,1,"noun","နောက်ပိုင်း",4,NA,NA,NA
"SNT.60231.8864","adp","တွင်",10,1,"noun","နောက်ပိုင်း",4,"verb","အဆင်မပြေ",11
"SNT.60231.8867","adp","တွင်",21,1,"noun","လ",20,"verb","တင်",25
"SNT.60231.8868","adp","တွင်",24,1,"noun","ရက်",23,"verb","သေဆုံး",33
"SNT.60231.8869","adp","တွင်",4,1,"noun","ဖလော်ရီဒါ",3,"verb","ဝယ်",9
"SNT.60231.8869","adp","တွင်",29,1,"noun","သတင်း",27,"verb","ပြော",30
"SNT.62043.8870","adp","၌",23,1,"noun","မီရဇ",22,"verb","ရောက်",24
"SNT.62043.8871","adp","တွင်",6,1,"noun","ပွဲစဥ်",5,"verb","တက်ကြွ",11
"SNT.62043.8872","adp","တွင်",13,1,"noun","ဖြစ်နေချိန်",12,"verb","ကစား",24
"SNT.62043.8873","adp","မှာ",17,1,"noun","ရှုထောင့်",12,"verb","ကစား",20
"SNT.62043.8873","adp","မှာ",22,1,"noun","ပွဲ",21,"verb","စော",23
"SNT.62043.8879","adp","မှာ",13,1,"noun","နေရာ",12,"verb","စေလွှတ်",19
"SNT.62043.8883","adp","တွင်",27,1,"noun","မှန်မှန်",26,"verb","ရောက်",28
"SNT.62043.8888","adp","မှာ",6,1,"noun","အပိုချိန်",5,"verb","ဦးဆောင်",9
"SNT.62043.8892","adp","တွင်",11,1,"noun","အထိန်း",5,"verb","ကန်",16
"SNT.62043.8892","adp","တွင်",23,1,"noun","ကျန်ချိန်",22,"verb","ကန်သွင်း",30
"SNT.659688.8895","adp","မှာ",17,1,"noun","နေ့",16,"verb","အန္တရာယ်ကင်း",28
"SNT.659688.8895","adp","တွင်",47,1,"noun","ရင်ပြင်",46,"verb","ပြုလုပ်",48
"SNT.659688.8896","adp","တွင်",6,1,"noun","အစီအစဉ်",5,"verb","ပါဝင်",7
"SNT.659688.8896","adp","မှာ",12,1,"noun","ဥပဒေ",9,"verb","အကျဉ်းချ",20
"SNT.659688.8896","adp","တွင်",27,1,"noun","အမေရိကန်",26,"verb","လုံလောက်",28
"SNT.659688.8897","adp","တွင်",34,1,"noun","ရက်",33,"verb","ပြင်းထန်",35
"SNT.659688.8899","adp","တွင်",18,1,"noun","အစည်းအဝေးပွဲ",17,NA,NA,NA
"SNT.659688.8899","adp","မှာ",22,1,"noun","အစည်းအဝေးပွဲ",17,"verb","ဖြစ်ပွား",34
"SNT.659688.8900","adp","တွင်",29,1,"noun","နေ့",28,"verb","ကျင်းပ",30
"SNT.659688.8903","adp","တွင်",34,1,"noun","ထောင်",32,"verb","ရောက်",35
"SNT.659688.8906","adp","တွင်",10,1,"noun","သတင်း",9,"verb","အကြမ်းဖက်",12
"SNT.659688.8907","adp","တွင်",35,1,"noun","ဥပဒေ",32,"verb","ယုံကြည်",38
"SNT.659688.8909","adp","တွင်",4,1,"noun","ခရိုင်",3,"verb","နေထိုင်",6
"SNT.659688.8910","adp","တွင်",37,1,"noun","နေ့",36,"verb","ကျင်းပ",38
"SNT.659688.8910","adp","တွင်",51,1,"noun","နေ့",50,"verb","ကျင်းပ",52
"SNT.659688.8911","adp","တွင်",12,1,"noun","ခရိုင်",5,"verb","သဘောတူ",15
"SNT.659688.8911","adp","တွင်",69,1,"noun","နေ့",68,"verb","အတည်ပြုခဲ့ပြီး",70
"SNT.659688.8911","adp","တွင်",73,1,"noun","မူဝါဒ",72,"verb","ဖော်ပြ",74
"SNT.659688.8912","adp","မှာ",10,1,"noun","ရိုစန်",6,"verb","စမ်းသပ်",23
"SNT.659688.8917","adp","တွင်",4,1,"noun","ရက်",3,"verb","တင်ပြ",8
"SNT.659688.8917","adp","တွင်",11,1,"noun","အပြီး",10,"verb","လုံခြုံ",17
"SNT.248695.8919","adp","မှာ",11,1,"noun","ဌာနချုပ်",10,"verb","တင်းကျပ်",12
"SNT.248695.8919","adp","တွင်",17,1,"noun","အောက်",16,"verb","ချုပ်နှောင်",18
"SNT.248695.8919","adp","မှာ",26,1,"noun","ဝီကီလိစ်",25,"verb","ပေါက်ကြား",31
"SNT.248695.8921","adp","မှာ",54,1,"noun","နေရာ",53,"verb","ထိန်းသိမ်း",57
"SNT.248695.8926","adp","တွင်",20,1,"noun","အောက်",19,"verb","ထား",22
"SNT.53644.8930","adp","မှာ",5,1,"noun","ရက်",4,"verb","တိုရန်တိုနီ",6
"SNT.53644.8932","adp","တွင်",2,1,"noun","ရွေးကောက်ပွဲ",1,NA,NA,NA
"SNT.53644.8932","adp","တွင်",12,1,"noun","ရွေးကောက်ပွဲ",1,"verb","ဖတ်",13
"SNT.131075.8934","adp","မှာ",17,1,"noun","အနီး",16,"verb","ပြီး",18
"SNT.131075.8936","adp","၌",31,1,"noun","တာဗက်တာ",30,"verb","ပုန်းရှောင်",32
"SNT.131075.8936","adp","တွင်",43,1,"noun","ယခုနေ့",42,"verb","ကြော်ငြာ",44
"SNT.131075.8940","adp","တွင်",3,1,"noun","ခုနှစ်",2,"verb","ကင်း",9
"SNT.82106.8945","adp","မှာ",14,1,"noun","မြို့",13,"verb","စတင်",15
"SNT.82106.8949","adp","မှာ",16,1,"noun","ရှေ့",15,"verb","ရှာဖွေ",21
"SNT.39106.8951","adp","တွင်",23,1,"noun","နေ့",22,"verb","ရှိ",26
"SNT.39106.8951","adp","၌",33,1,"noun","အစည်းအဝေး",31,"verb","မိတ်ဆက်",34
"SNT.39106.8952","adp","တွင်",36,1,"noun","နေ့",35,"verb","ထုတ်",38
"SNT.1039242.8960","adp","တွင်",15,1,"noun","အကျဥ်းထောင်",12,"verb","အစာငတ်ခံ",16
"SNT.1039242.8960","adp","တွင်",34,1,"noun","နေ့",33,"verb","လွတ်မြောက်",40
"SNT.1039242.8961","adp","တွင်",17,1,"noun","ရပ်ကွက်",16,"verb","ရှိ",18
"SNT.1039242.8961","adp","တွင်",26,1,"noun","နေ့",25,"verb","ပြန်",27
