"text"	"tag"	"value"	"order"	"tar_flg"	"tag_pair"	"value_pair"	"order_pair"
"SNT.77620.8847"	"adp"	"မှာ"	13	1	NA	NA	NA
"SNT.60231.8848"	"adp"	"တွင်"	31	1	NA	NA	NA
"SNT.60231.8849"	"adp"	"မှာ"	16	1	NA	NA	NA
"SNT.60231.8850"	"adp"	"တွင်"	51	1	NA	NA	NA
"SNT.60231.8853"	"adp"	"တွင်"	18	1	NA	NA	NA
"SNT.60231.8853"	"adp"	"၌"	21	1	NA	NA	NA
"SNT.60231.8853"	"adp"	"တွင်"	26	1	NA	NA	NA
"SNT.60231.8854"	"adp"	"တွင်"	4	1	NA	NA	NA
"SNT.60231.8857"	"adp"	"တွင်"	21	1	NA	NA	NA
"SNT.60231.8859"	"adp"	"တွင်"	19	1	NA	NA	NA
"SNT.60231.8860"	"adp"	"မှာ"	4	1	NA	NA	NA
"SNT.60231.8864"	"adp"	"မှာ"	5	1	NA	NA	NA
"SNT.60231.8864"	"adp"	"တွင်"	10	1	NA	NA	NA
"SNT.60231.8866"	"adp"	"၌"	63	1	NA	NA	NA
"SNT.60231.8866"	"adp"	"တွင်"	66	1	NA	NA	NA
"SNT.60231.8867"	"adp"	"တွင်"	21	1	NA	NA	NA
"SNT.60231.8868"	"adp"	"တွင်"	24	1	NA	NA	NA
"SNT.60231.8869"	"adp"	"တွင်"	4	1	NA	NA	NA
"SNT.60231.8869"	"adp"	"တွင်"	29	1	NA	NA	NA
"SNT.62043.8870"	"adp"	"၌"	23	1	NA	NA	NA
"SNT.62043.8871"	"adp"	"တွင်"	6	1	NA	NA	NA
"SNT.62043.8872"	"adp"	"တွင်"	13	1	NA	NA	NA
"SNT.62043.8873"	"adp"	"မှာ"	17	1	NA	NA	NA
"SNT.62043.8873"	"adp"	"မှာ"	22	1	NA	NA	NA
"SNT.62043.8879"	"adp"	"မှာ"	13	1	NA	NA	NA
"SNT.62043.8883"	"adp"	"တွင်"	27	1	NA	NA	NA
"SNT.62043.8888"	"adp"	"မှာ"	6	1	NA	NA	NA
"SNT.62043.8892"	"adp"	"တွင်"	11	1	NA	NA	NA
"SNT.62043.8892"	"adp"	"တွင်"	23	1	NA	NA	NA
"SNT.659688.8895"	"adp"	"မှာ"	17	1	NA	NA	NA
"SNT.659688.8895"	"adp"	"တွင်"	47	1	NA	NA	NA
"SNT.659688.8896"	"adp"	"တွင်"	6	1	NA	NA	NA
"SNT.659688.8896"	"adp"	"မှာ"	12	1	NA	NA	NA
"SNT.659688.8896"	"adp"	"တွင်"	27	1	NA	NA	NA
"SNT.659688.8897"	"adp"	"တွင်"	34	1	NA	NA	NA
"SNT.659688.8899"	"adp"	"တွင်"	18	1	NA	NA	NA
"SNT.659688.8899"	"adp"	"မှာ"	22	1	NA	NA	NA
"SNT.659688.8900"	"adp"	"တွင်"	29	1	NA	NA	NA
"SNT.659688.8903"	"adp"	"တွင်"	34	1	NA	NA	NA
"SNT.659688.8906"	"adp"	"တွင်"	10	1	NA	NA	NA
"SNT.659688.8907"	"adp"	"တွင်"	35	1	NA	NA	NA
"SNT.659688.8909"	"adp"	"တွင်"	4	1	NA	NA	NA
"SNT.659688.8910"	"adp"	"တွင်"	37	1	NA	NA	NA
"SNT.659688.8910"	"adp"	"တွင်"	51	1	NA	NA	NA
"SNT.659688.8911"	"adp"	"တွင်"	12	1	NA	NA	NA
"SNT.659688.8911"	"adp"	"တွင်"	69	1	NA	NA	NA
"SNT.659688.8911"	"adp"	"တွင်"	73	1	NA	NA	NA
"SNT.659688.8912"	"adp"	"မှာ"	10	1	NA	NA	NA
"SNT.659688.8917"	"adp"	"တွင်"	4	1	NA	NA	NA
"SNT.659688.8917"	"adp"	"တွင်"	11	1	NA	NA	NA
"SNT.248695.8919"	"adp"	"မှာ"	11	1	NA	NA	NA
"SNT.248695.8919"	"adp"	"တွင်"	17	1	NA	NA	NA
"SNT.248695.8919"	"adp"	"မှာ"	26	1	NA	NA	NA
"SNT.248695.8921"	"adp"	"မှာ"	54	1	NA	NA	NA
"SNT.248695.8922"	"adp"	"မှာ"	20	1	NA	NA	NA
"SNT.248695.8923"	"adp"	"မှာ"	4	1	NA	NA	NA
"SNT.248695.8924"	"adp"	"မှာ"	19	1	NA	NA	NA
"SNT.248695.8926"	"adp"	"တွင်"	20	1	NA	NA	NA
"SNT.248695.8927"	"adp"	"မှာ"	26	1	NA	NA	NA
"SNT.248695.8928"	"adp"	"တွင်"	11	1	NA	NA	NA
"SNT.248695.8928"	"adp"	"မှာ"	27	1	NA	NA	NA
"SNT.248695.8928"	"adp"	"မှာ"	77	1	NA	NA	NA
"SNT.53644.8930"	"adp"	"မှာ"	5	1	NA	NA	NA
"SNT.53644.8931"	"adp"	"မှာ"	7	1	NA	NA	NA
"SNT.53644.8932"	"adp"	"တွင်"	2	1	NA	NA	NA
"SNT.53644.8932"	"adp"	"တွင်"	12	1	NA	NA	NA
"SNT.131075.8934"	"adp"	"မှာ"	17	1	NA	NA	NA
"SNT.131075.8936"	"adp"	"၌"	31	1	NA	NA	NA
"SNT.131075.8936"	"adp"	"တွင်"	43	1	NA	NA	NA
"SNT.131075.8940"	"adp"	"တွင်"	3	1	NA	NA	NA
"SNT.82106.8941"	"adp"	"မှာ"	14	1	NA	NA	NA
"SNT.82106.8941"	"adp"	"မှာ"	34	1	NA	NA	NA
"SNT.82106.8945"	"adp"	"မှာ"	14	1	NA	NA	NA
"SNT.82106.8947"	"adp"	"မှာ"	3	1	NA	NA	NA
"SNT.82106.8949"	"adp"	"မှာ"	16	1	NA	NA	NA
"SNT.39106.8951"	"adp"	"တွင်"	23	1	NA	NA	NA
"SNT.39106.8951"	"adp"	"၌"	33	1	NA	NA	NA
"SNT.39106.8952"	"adp"	"တွင်"	36	1	NA	NA	NA
"SNT.39106.8959"	"adp"	"မှာ"	18	1	NA	NA	NA
"SNT.1039242.8960"	"adp"	"တွင်"	15	1	NA	NA	NA
"SNT.1039242.8960"	"adp"	"တွင်"	34	1	NA	NA	NA
"SNT.1039242.8961"	"adp"	"တွင်"	17	1	NA	NA	NA
"SNT.1039242.8961"	"adp"	"တွင်"	26	1	NA	NA	NA
"SNT.1039242.8962"	"adp"	"မှာ"	31	1	NA	NA	NA
"SNT.1039242.8963"	"adp"	"တွင်"	9	1	NA	NA	NA
"SNT.1039242.8963"	"adp"	"မှာ"	14	1	NA	NA	NA
"SNT.1039242.8964"	"adp"	"မှာ"	4	1	NA	NA	NA
"SNT.1039242.8966"	"adp"	"တွင်"	3	1	NA	NA	NA
"SNT.1039242.8966"	"adp"	"၌"	17	1	NA	NA	NA
"SNT.1039242.8968"	"adp"	"တွင်"	11	1	NA	NA	NA
"SNT.1039242.8972"	"adp"	"တွင်"	18	1	NA	NA	NA
"SNT.1039242.8973"	"adp"	"မှာ"	2	1	NA	NA	NA
"SNT.1039242.8973"	"adp"	"မှာ"	10	1	NA	NA	NA
"SNT.55919.8976"	"adp"	"မှာ"	16	1	NA	NA	NA
"SNT.55919.8978"	"adp"	"မှာ"	19	1	NA	NA	NA
"SNT.55919.8979"	"adp"	"တွင်"	10	1	NA	NA	NA
"SNT.55919.8980"	"adp"	"တွင်"	3	1	NA	NA	NA
"SNT.55919.8982"	"adp"	"မှာ"	4	1	NA	NA	NA
"SNT.55919.8982"	"adp"	"မှာ"	21	1	NA	NA	NA
"SNT.55919.8992"	"adp"	"တွင်"	10	1	NA	NA	NA
"SNT.198363.8993"	"adp"	"မှာ"	14	1	NA	NA	NA
"SNT.198363.8993"	"adp"	"တွင်"	20	1	NA	NA	NA
"SNT.198363.8994"	"adp"	"မှာ"	3	1	NA	NA	NA
"SNT.198363.8995"	"adp"	"မှာ"	22	1	NA	NA	NA
"SNT.198363.8996"	"adp"	"မှာ"	4	1	NA	NA	NA
"SNT.198363.8996"	"adp"	"မှာ"	11	1	NA	NA	NA
"SNT.198363.8996"	"adp"	"မှာ"	30	1	NA	NA	NA
"SNT.198363.8997"	"adp"	"မှာ"	16	1	NA	NA	NA
"SNT.117104.8999"	"adp"	"၌"	8	1	NA	NA	NA
"SNT.117104.8999"	"adp"	"တွင်"	11	1	NA	NA	NA
"SNT.117104.9003"	"adp"	"တွင်"	36	1	NA	NA	NA
"SNT.117104.9005"	"adp"	"တွင်"	51	1	NA	NA	NA
"SNT.117104.9006"	"adp"	"တွင်"	27	1	NA	NA	NA
"SNT.117104.9007"	"adp"	"တွင်"	11	1	NA	NA	NA
"SNT.117104.9007"	"adp"	"မှာ"	31	1	NA	NA	NA
"SNT.117104.9007"	"adp"	"တွင်"	41	1	NA	NA	NA
"SNT.117104.9010"	"adp"	"တွင်"	5	1	NA	NA	NA
"SNT.117104.9014"	"adp"	"တွင်"	4	1	NA	NA	NA
"SNT.117104.9014"	"adp"	"တွင်"	11	1	NA	NA	NA
"SNT.117104.9014"	"adp"	"တွင်"	19	1	NA	NA	NA
"SNT.11728.9018"	"adp"	"မှာ"	24	1	NA	NA	NA
"SNT.11728.9018"	"adp"	"တွင်"	34	1	NA	NA	NA
"SNT.11728.9019"	"adp"	"မှာ"	3	1	NA	NA	NA
"SNT.11728.9021"	"adp"	"တွင်"	3	1	NA	NA	NA
"SNT.11728.9021"	"adp"	"တွင်"	28	1	NA	NA	NA
"SNT.11728.9024"	"adp"	"မှာ"	3	1	NA	NA	NA
"SNT.11728.9024"	"adp"	"တွင်"	26	1	NA	NA	NA
"SNT.11728.9024"	"adp"	"တွင်"	47	1	NA	NA	NA
"SNT.8821.9026"	"adp"	"မှာ"	28	1	NA	NA	NA
"SNT.8821.9026"	"adp"	"မှာ"	40	1	NA	NA	NA
"SNT.8821.9027"	"adp"	"တွင်"	28	1	NA	NA	NA
"SNT.8821.9028"	"adp"	"တွင်"	4	1	NA	NA	NA
"SNT.8821.9028"	"adp"	"တွင်"	10	1	NA	NA	NA
"SNT.8821.9029"	"adp"	"တွင်"	14	1	NA	NA	NA
"SNT.8821.9030"	"adp"	"တွင်"	6	1	NA	NA	NA
"SNT.8821.9030"	"adp"	"မှာ"	8	1	NA	NA	NA
"SNT.8821.9031"	"adp"	"တွင်"	8	1	NA	NA	NA
"SNT.8821.9035"	"adp"	"တွင်"	5	1	NA	NA	NA
"SNT.8821.9035"	"adp"	"တွင်"	11	1	NA	NA	NA
"SNT.72501.9038"	"adp"	"တွင်"	17	1	NA	NA	NA
"SNT.72501.9040"	"adp"	"မှာ"	8	1	NA	NA	NA
"SNT.72501.9042"	"adp"	"မှာ"	21	1	NA	NA	NA
"SNT.72501.9043"	"adp"	"မှာ"	9	1	NA	NA	NA
"SNT.72501.9044"	"adp"	"မှာ"	4	1	NA	NA	NA
"SNT.72501.9045"	"adp"	"မှာ"	22	1	NA	NA	NA
"SNT.10985.9046"	"adp"	"တွင်"	19	1	NA	NA	NA
"SNT.10985.9047"	"adp"	"တွင်"	9	1	NA	NA	NA
"SNT.117257.9050"	"adp"	"မှာ"	28	1	NA	NA	NA
"SNT.117257.9050"	"adp"	"မှာ"	42	1	NA	NA	NA
"SNT.117257.9051"	"adp"	"တွင်"	14	1	NA	NA	NA
"SNT.117257.9052"	"adp"	"တွင်"	31	1	NA	NA	NA
"SNT.117257.9052"	"adp"	"၌"	33	1	NA	NA	NA
"SNT.117257.9053"	"adp"	"တွင်"	5	1	NA	NA	NA
"SNT.117257.9060"	"adp"	"တွင်"	2	1	NA	NA	NA
"SNT.56382.9063"	"adp"	"မှာ"	6	1	NA	NA	NA
"SNT.56382.9064"	"adp"	"မှာ"	14	1	NA	NA	NA
"SNT.56382.9065"	"adp"	"မှာ"	6	1	NA	NA	NA
"SNT.56382.9067"	"adp"	"မှာ"	8	1	NA	NA	NA
"SNT.37974.9069"	"adp"	"တွင်"	5	1	NA	NA	NA
"SNT.37974.9069"	"adp"	"၌"	13	1	NA	NA	NA
"SNT.37974.9070"	"adp"	"တွင်"	19	1	NA	NA	NA
"SNT.37974.9071"	"adp"	"တွင်"	9	1	NA	NA	NA
"SNT.37974.9073"	"adp"	"တွင်"	15	1	NA	NA	NA
"SNT.37974.9075"	"adp"	"တွင်"	3	1	NA	NA	NA
"SNT.23801.9082"	"adp"	"၌"	8	1	NA	NA	NA
"SNT.23801.9084"	"adp"	"တွင်"	3	1	NA	NA	NA
"SNT.23801.9085"	"adp"	"၌"	6	1	NA	NA	NA
"SNT.23801.9085"	"adp"	"၌"	27	1	NA	NA	NA
"SNT.23801.9086"	"adp"	"၌"	4	1	NA	NA	NA
"SNT.23801.9088"	"adp"	"တွင်"	10	1	NA	NA	NA
"SNT.23801.9089"	"adp"	"တွင်"	11	1	NA	NA	NA
"SNT.23801.9090"	"adp"	"၌"	3	1	NA	NA	NA
"SNT.23801.9090"	"adp"	"မှာ"	29	1	NA	NA	NA
"SNT.143640.9093"	"adp"	"တွင်"	39	1	NA	NA	NA
"SNT.143640.9095"	"adp"	"မှာ"	5	1	NA	NA	NA
"SNT.143640.9095"	"adp"	"တွင်"	24	1	NA	NA	NA
"SNT.143640.9098"	"adp"	"မှာ"	17	1	NA	NA	NA
"SNT.143640.9098"	"adp"	"မှာ"	28	1	NA	NA	NA
"SNT.143640.9100"	"adp"	"၌"	5	1	NA	NA	NA
"SNT.143640.9100"	"adp"	"တွင်"	13	1	NA	NA	NA
"SNT.143640.9100"	"adp"	"၌"	27	1	NA	NA	NA
"SNT.143640.9100"	"adp"	"၌"	35	1	NA	NA	NA
"SNT.78092.9101"	"adp"	"၌"	27	1	NA	NA	NA
"SNT.78092.9102"	"adp"	"တွင်"	14	1	NA	NA	NA
"SNT.167648.9105"	"adp"	"တွင်"	7	1	NA	NA	NA
"SNT.167648.9107"	"adp"	"တွင်"	2	1	NA	NA	NA
"SNT.167648.9107"	"adp"	"တွင်"	17	1	NA	NA	NA
"SNT.167648.9107"	"adp"	"တွင်"	19	1	NA	NA	NA
"SNT.41402.9116"	"adp"	"တွင်"	27	1	NA	NA	NA
"SNT.41402.9116"	"adp"	"၌"	33	1	NA	NA	NA
"SNT.41402.9116"	"adp"	"တွင်"	38	1	NA	NA	NA
"SNT.41402.9119"	"adp"	"တွင်"	17	1	NA	NA	NA
"SNT.41402.9120"	"adp"	"တွင်"	2	1	NA	NA	NA
"SNT.41402.9121"	"adp"	"တွင်"	8	1	NA	NA	NA
"SNT.41402.9121"	"adp"	"တွင်"	15	1	NA	NA	NA
"SNT.41402.9121"	"adp"	"တွင်"	20	1	NA	NA	NA
"SNT.141897.9122"	"adp"	"တွင်"	16	1	NA	NA	NA
"SNT.141897.9122"	"adp"	"တွင်"	31	1	NA	NA	NA
"SNT.141897.9122"	"adp"	"တွင်"	39	1	NA	NA	NA
"SNT.141897.9124"	"adp"	"တွင်"	16	1	NA	NA	NA
"SNT.141897.9124"	"adp"	"တွင်"	30	1	NA	NA	NA
"SNT.141897.9125"	"adp"	"တွင်"	2	1	NA	NA	NA
"SNT.141897.9125"	"adp"	"၌"	4	1	NA	NA	NA
"SNT.141897.9128"	"adp"	"တွင်"	4	1	NA	NA	NA
"SNT.141897.9129"	"adp"	"တွင်"	21	1	NA	NA	NA
"SNT.141897.9130"	"adp"	"တွင်"	18	1	NA	NA	NA
"SNT.141897.9131"	"adp"	"တွင်"	13	1	NA	NA	NA
"SNT.141897.9132"	"adp"	"၌"	29	1	NA	NA	NA
"SNT.141897.9134"	"adp"	"မှာ"	21	1	NA	NA	NA
"SNT.141897.9134"	"adp"	"မှာ"	34	1	NA	NA	NA
"SNT.108659.9135"	"adp"	"မှာ"	12	1	NA	NA	NA
"SNT.108659.9136"	"adp"	"တွင်"	10	1	NA	NA	NA
"SNT.108659.9137"	"adp"	"မှာ"	7	1	NA	NA	NA
"SNT.108659.9139"	"adp"	"တွင်"	16	1	NA	NA	NA
"SNT.108659.9139"	"adp"	"မှာ"	22	1	NA	NA	NA
"SNT.108659.9140"	"adp"	"မှာ"	5	1	NA	NA	NA
"SNT.108659.9141"	"adp"	"၌"	3	1	NA	NA	NA
"SNT.108659.9142"	"adp"	"မှာ"	21	1	NA	NA	NA
"SNT.108659.9144"	"adp"	"မှာ"	9	1	NA	NA	NA
"SNT.108659.9144"	"adp"	"မှာ"	18	1	NA	NA	NA
"SNT.108659.9144"	"adp"	"တွင်"	22	1	NA	NA	NA
"SNT.784189.9146"	"adp"	"တွင်"	44	1	NA	NA	NA
"SNT.784189.9148"	"adp"	"မှာ"	2	1	NA	NA	NA
"SNT.784189.9154"	"adp"	"မှာ"	3	1	NA	NA	NA
"SNT.784189.9156"	"adp"	"တွင်"	14	1	NA	NA	NA
"SNT.784189.9159"	"adp"	"မှာ"	9	1	NA	NA	NA
"SNT.784189.9160"	"adp"	"တွင်"	10	1	NA	NA	NA
"SNT.784189.9160"	"adp"	"တွင်"	14	1	NA	NA	NA
"SNT.784189.9160"	"adp"	"တွင်"	53	1	NA	NA	NA
"SNT.784189.9168"	"adp"	"မှာ"	53	1	NA	NA	NA
"SNT.784189.9169"	"adp"	"တွင်"	16	1	NA	NA	NA
"SNT.784189.9169"	"adp"	"မှာ"	23	1	NA	NA	NA
"SNT.784189.9169"	"adp"	"တွင်"	57	1	NA	NA	NA
"SNT.784189.9170"	"adp"	"တွင်"	22	1	NA	NA	NA
"SNT.784189.9170"	"adp"	"တွင်"	43	1	NA	NA	NA
"SNT.64513.9171"	"adp"	"တွင်"	14	1	NA	NA	NA
"SNT.64513.9172"	"adp"	"တွင်"	36	1	NA	NA	NA
"SNT.64513.9174"	"adp"	"မှာ"	27	1	NA	NA	NA
"SNT.64513.9175"	"adp"	"တွင်"	31	1	NA	NA	NA
"SNT.64513.9176"	"adp"	"တွင်"	14	1	NA	NA	NA
"SNT.64513.9176"	"adp"	"တွင်"	33	1	NA	NA	NA
"SNT.64513.9177"	"adp"	"မှာ"	4	1	NA	NA	NA
"SNT.64513.9179"	"adp"	"မှာ"	27	1	NA	NA	NA
"SNT.64513.9179"	"adp"	"မှာ"	37	1	NA	NA	NA
"SNT.64513.9180"	"adp"	"မှာ"	6	1	NA	NA	NA
"SNT.64513.9181"	"adp"	"တွင်"	7	1	NA	NA	NA
"SNT.64513.9183"	"adp"	"တွင်"	34	1	NA	NA	NA
"SNT.102789.9184"	"adp"	"မှာ"	8	1	NA	NA	NA
"SNT.102789.9184"	"adp"	"မှာ"	10	1	NA	NA	NA
"SNT.102789.9184"	"adp"	"တွင်"	25	1	NA	NA	NA
"SNT.102789.9185"	"adp"	"မှာ"	7	1	NA	NA	NA
"SNT.102789.9186"	"adp"	"တွင်"	19	1	NA	NA	NA
"SNT.102789.9186"	"adp"	"မှာ"	32	1	NA	NA	NA
"SNT.102789.9188"	"adp"	"မှာ"	5	1	NA	NA	NA
"SNT.102789.9188"	"adp"	"မှာ"	10	1	NA	NA	NA
"SNT.102789.9190"	"adp"	"မှာ"	6	1	NA	NA	NA
"SNT.102789.9190"	"adp"	"မှာ"	27	1	NA	NA	NA
"SNT.102789.9191"	"adp"	"တွင်"	13	1	NA	NA	NA
"SNT.102789.9192"	"adp"	"မှာ"	93	1	NA	NA	NA
"SNT.115617.9193"	"adp"	"တွင်"	14	1	NA	NA	NA
"SNT.115617.9195"	"adp"	"တွင်"	4	1	NA	NA	NA
"SNT.115617.9196"	"adp"	"တွင်"	6	1	NA	NA	NA
"SNT.115617.9196"	"adp"	"တွင်"	31	1	NA	NA	NA
"SNT.115617.9205"	"adp"	"တွင်"	25	1	NA	NA	NA
"SNT.246010.9206"	"adp"	"တွင်"	29	1	NA	NA	NA
"SNT.246010.9206"	"adp"	"တွင်"	47	1	NA	NA	NA
"SNT.246010.9206"	"adp"	"၌"	57	1	NA	NA	NA
"SNT.246010.9207"	"adp"	"တွင်"	20	1	NA	NA	NA
"SNT.246010.9208"	"adp"	"တွင်"	18	1	NA	NA	NA
"SNT.246010.9210"	"adp"	"မှာ"	3	1	NA	NA	NA
"SNT.246010.9210"	"adp"	"တွင်"	25	1	NA	NA	NA
"SNT.246010.9210"	"adp"	"၌"	32	1	NA	NA	NA
"SNT.246010.9212"	"adp"	"တွင်"	5	1	NA	NA	NA
"SNT.246010.9212"	"adp"	"တွင်"	37	1	NA	NA	NA
"SNT.246010.9214"	"adp"	"မှာ"	5	1	NA	NA	NA
"SNT.246010.9217"	"adp"	"တွင်"	17	1	NA	NA	NA
"SNT.246010.9218"	"adp"	"မှာ"	17	1	NA	NA	NA
"SNT.246010.9219"	"adp"	"မှာ"	20	1	NA	NA	NA
"SNT.246010.9223"	"adp"	"တွင်"	46	1	NA	NA	NA
"SNT.246010.9224"	"adp"	"တွင်"	6	1	NA	NA	NA
"SNT.246010.9224"	"adp"	"မှာ"	22	1	NA	NA	NA
"SNT.246010.9225"	"adp"	"မှာ"	56	1	NA	NA	NA
"SNT.246010.9226"	"adp"	"တွင်"	12	1	NA	NA	NA
"SNT.246010.9228"	"adp"	"မှာ"	17	1	NA	NA	NA
"SNT.246010.9229"	"adp"	"တွင်"	31	1	NA	NA	NA
"SNT.246010.9230"	"adp"	"မှာ"	17	1	NA	NA	NA
"SNT.246010.9230"	"adp"	"မှာ"	32	1	NA	NA	NA
"SNT.246010.9232"	"adp"	"တွင်"	3	1	NA	NA	NA
"SNT.246010.9232"	"adp"	"တွင်"	38	1	NA	NA	NA
"SNT.246010.9232"	"adp"	"တွင်"	62	1	NA	NA	NA
"SNT.246010.9233"	"adp"	"မှာ"	15	1	NA	NA	NA
"SNT.246010.9234"	"adp"	"တွင်"	8	1	NA	NA	NA
"SNT.246010.9234"	"adp"	"တွင်"	17	1	NA	NA	NA
"SNT.43904.9235"	"adp"	"တွင်"	23	1	NA	NA	NA
"SNT.43904.9235"	"adp"	"တွင်"	30	1	NA	NA	NA
"SNT.43904.9236"	"adp"	"မှာ"	19	1	NA	NA	NA
"SNT.43904.9239"	"adp"	"မှာ"	7	1	NA	NA	NA
"SNT.43904.9239"	"adp"	"တွင်"	32	1	NA	NA	NA
"SNT.43904.9241"	"adp"	"တွင်"	6	1	NA	NA	NA
"SNT.43904.9244"	"adp"	"မှာ"	35	1	NA	NA	NA
"SNT.43904.9247"	"adp"	"တွင်"	59	1	NA	NA	NA
"SNT.169326.9252"	"adp"	"တွင်"	8	1	NA	NA	NA
"SNT.169326.9253"	"adp"	"မှာ"	16	1	NA	NA	NA
"SNT.169326.9254"	"adp"	"မှာ"	15	1	NA	NA	NA
"SNT.169326.9256"	"adp"	"မှာ"	20	1	NA	NA	NA
"SNT.169326.9257"	"adp"	"မှာ"	16	1	NA	NA	NA
"SNT.169326.9257"	"adp"	"မှာ"	32	1	NA	NA	NA
"SNT.14335.9259"	"adp"	"တွင်"	49	1	NA	NA	NA
"SNT.14335.9262"	"adp"	"တွင်"	18	1	NA	NA	NA
"SNT.14335.9262"	"adp"	"မှာ"	37	1	NA	NA	NA
"SNT.116830.9263"	"adp"	"တွင်"	7	1	NA	NA	NA
"SNT.116830.9264"	"adp"	"တွင်"	16	1	NA	NA	NA
"SNT.116830.9266"	"adp"	"မှာ"	2	1	NA	NA	NA
"SNT.7284.9267"	"adp"	"မှာ"	16	1	NA	NA	NA
"SNT.7284.9268"	"adp"	"မှာ"	7	1	NA	NA	NA
"SNT.7284.9268"	"adp"	"မှာ"	10	1	NA	NA	NA
"SNT.7284.9269"	"adp"	"တွင်"	19	1	NA	NA	NA
"SNT.7284.9269"	"adp"	"တွင်"	39	1	NA	NA	NA
"SNT.7284.9271"	"adp"	"တွင်"	2	1	NA	NA	NA
"SNT.7284.9272"	"adp"	"တွင်"	4	1	NA	NA	NA
"SNT.7284.9272"	"adp"	"တွင်"	16	1	NA	NA	NA
"SNT.7284.9273"	"adp"	"မှာ"	13	1	NA	NA	NA
"SNT.7284.9275"	"adp"	"တွင်"	20	1	NA	NA	NA
"SNT.7284.9277"	"adp"	"မှာ"	7	1	NA	NA	NA
"SNT.7284.9277"	"adp"	"မှာ"	26	1	NA	NA	NA
"SNT.171476.9282"	"adp"	"တွင်"	5	1	NA	NA	NA
"SNT.171476.9282"	"adp"	"တွင်"	10	1	NA	NA	NA
"SNT.171476.9284"	"adp"	"တွင်"	3	1	NA	NA	NA
"SNT.171476.9284"	"adp"	"တွင်"	26	1	NA	NA	NA
"SNT.171476.9285"	"adp"	"တွင်"	4	1	NA	NA	NA
"SNT.171476.9287"	"adp"	"တွင်"	19	1	NA	NA	NA
"SNT.171476.9288"	"adp"	"တွင်"	19	1	NA	NA	NA
"SNT.171476.9289"	"adp"	"တွင်"	19	1	NA	NA	NA
"SNT.171476.9290"	"adp"	"မှာ"	3	1	NA	NA	NA
"SNT.171476.9290"	"adp"	"မှာ"	29	1	NA	NA	NA
"SNT.171476.9291"	"adp"	"တွင်"	29	1	NA	NA	NA
"SNT.497600.9292"	"adp"	"၌"	8	1	NA	NA	NA
"SNT.497600.9292"	"adp"	"တွင်"	13	1	NA	NA	NA
"SNT.497600.9293"	"adp"	"တွင်"	10	1	NA	NA	NA
"SNT.497600.9294"	"adp"	"မှာ"	3	1	NA	NA	NA
"SNT.497600.9296"	"adp"	"တွင်"	28	1	NA	NA	NA
"SNT.497600.9297"	"adp"	"မှာ"	17	1	NA	NA	NA
"SNT.497600.9302"	"adp"	"၌"	11	1	NA	NA	NA
"SNT.497600.9303"	"adp"	"တွင်"	2	1	NA	NA	NA
"SNT.497600.9303"	"adp"	"၌"	6	1	NA	NA	NA
"SNT.497600.9303"	"adp"	"၌"	20	1	NA	NA	NA
"SNT.497600.9305"	"adp"	"၌"	4	1	NA	NA	NA
"SNT.497600.9305"	"adp"	"၌"	22	1	NA	NA	NA
"SNT.497600.9306"	"adp"	"မှာ"	3	1	NA	NA	NA
"SNT.17187.9308"	"adp"	"၌"	30	1	NA	NA	NA
"SNT.17187.9310"	"adp"	"၌"	4	1	NA	NA	NA
"SNT.17187.9311"	"adp"	"တွင်"	3	1	NA	NA	NA
"SNT.17187.9311"	"adp"	"တွင်"	27	1	NA	NA	NA
"SNT.145523.9312"	"adp"	"တွင်"	5	1	NA	NA	NA
"SNT.145523.9312"	"adp"	"တွင်"	8	1	NA	NA	NA
"SNT.145523.9313"	"adp"	"တွင်"	19	1	NA	NA	NA
"SNT.145523.9315"	"adp"	"မှာ"	44	1	NA	NA	NA
"SNT.145523.9317"	"adp"	"တွင်"	6	1	NA	NA	NA
"SNT.145523.9318"	"adp"	"တွင်"	3	1	NA	NA	NA
"SNT.145523.9318"	"adp"	"၌"	5	1	NA	NA	NA
"SNT.145523.9318"	"adp"	"၌"	17	1	NA	NA	NA
"SNT.145523.9319"	"adp"	"မှာ"	43	1	NA	NA	NA
"SNT.145523.9320"	"adp"	"၌"	2	1	NA	NA	NA
"SNT.145523.9320"	"adp"	"တွင်"	5	1	NA	NA	NA
"SNT.145523.9320"	"adp"	"တွင်"	11	1	NA	NA	NA
"SNT.81472.9321"	"adp"	"၌"	43	1	NA	NA	NA
"SNT.81472.9322"	"adp"	"၌"	9	1	NA	NA	NA
"SNT.81472.9325"	"adp"	"၌"	5	1	NA	NA	NA
"SNT.81472.9329"	"adp"	"၌"	20	1	NA	NA	NA
"SNT.81472.9330"	"adp"	"မှာ"	37	1	NA	NA	NA
"SNT.81472.9331"	"adp"	"မှာ"	4	1	NA	NA	NA
"SNT.81472.9332"	"adp"	"တွင်"	21	1	NA	NA	NA
"SNT.81472.9332"	"adp"	"တွင်"	33	1	NA	NA	NA
"SNT.77156.9334"	"adp"	"တွင်"	19	1	NA	NA	NA
"SNT.77156.9335"	"adp"	"တွင်"	12	1	NA	NA	NA
"SNT.77156.9336"	"adp"	"၌"	39	1	NA	NA	NA
"SNT.736.9337"	"adp"	"၌"	33	1	NA	NA	NA
"SNT.736.9339"	"adp"	"၌"	2	1	NA	NA	NA
"SNT.81474.9342"	"adp"	"တွင်"	8	1	NA	NA	NA
