"value","value_pair","count"
"မှာ","အရုပ်ဆိုင်",1
"မှာ","အရုပ်တွှေ",1
"မှာ","အရောင်း",1
"မှာ","အလံ",1
"မှာ","အလင်းတန်း",1
"မှာ","အလယ်ပိုင်း",1
"မှာ","အလယ်ဗဟို",1
"မှာ","အလားအလာ",1
"မှာ","အလုပ်လက်မဲ့နှုန်း",1
"မှာ","အလုပ်အကိုင်",1
"မှာ","အလောင်း",1
"မှာ","အဝတ်အစား",1
"မှာ","အွန့်",1
"မှာ","အွန်လိုင်း",1
"မှာ","အသံ",1
"မှာ","အသက်",1
"မှာ","အသက်အရွယ်",1
"မှာ","အသင်းချုပ်",1
"မှာ","အသံဖမ်းစက်",1
"မှာ","အသံဖိုင်",1
"မှာ","အသံလှိုင်း",1
"မှာ","အသာစီး",1
"မှာ","အသိုင်းအဝိုင်း",1
"မှာ","အသုဘ",1
"မှာ","အသေးဖွဲအပြစ်",1
"မှာ","အဟောင်း",1
"မှာ","အား",1
"မှာ","အာဏာ",1
"မှာ","အာဖကန်နစ်စတန်",1
"မှာ","အာဖရိက",1
"မှာ","အာမေးနီးယား",1
"မှာ","အာရပ်နိုင်ငံသား",1
"မှာ","အာလာချီ",1
"မှာ","အားလုံးပေါင်း",1
"မှာ","အားအင်",1
"မှာ","အိတ်",1
"မှာ","အိဒ်",1
"မှာ","အိန်ဂျယ်လစ်",1
"မှာ","အိန်ဂျလိစ်",1
"မှာ","အိပ်ချိန်း",1
"မှာ","အိမ်ကွင်း",1
"မှာ","အိမ်စောင့်စည်းမျဉ်း",1
"မှာ","အိုင်ယာလန်",1
"မှာ","အိုင်အက်စ်ပီ",1
"မှာ","အိုင်အမ်ဒီ",1
"မှာ","အိုင်အာအက်စ်",1
"မှာ","အိုတဝ",1
"မှာ","အိုလံပစ်",1
"မှာ","အိုအီးစီဒီ",1
"မှာ","အီဆာဝီ",1
"မှာ","အီဒင်ဘရပ်",1
"မှာ","အီဗန်",1
"မှာ","အီးမေးလ်",1
"မှာ","အီယူ",1
"မှာ","အီရီ",1
"မှာ","အီလီနွိုက်",1
"မှာ","အီးအက်စ်တီ",1
"မှာ","အီးအီးအေ",1
"မှာ","အုပ်စု",1
"မှာ","အေဂျင်စီ",1
"မှာ","အေဇက်",1
"မှာ","အေဒင်ဘာ့",1
"မှာ","အေပရယ်",1
"မှာ","အေရာ",1
"မှာ","အေသင်",1
"မှာ","အေအာဒီ",1
"မှာ","အော့ကလန်း",1
"မှာ","အောင်နိုင်ရေး",1
"မှာ","အဲဒိနေရာ",1
"မှာ","အဲဒီနေရာ",1
"မှာ","ဥပဒေကြမ်း",1
"မှာ","ဥပဒေပြုအမတ်",1
"မှာ","ဥပမာ",1
"မှာ","ဥမင်",1
"မှာ","ဥရောပ",1
"မှာ","ဦး",1
"မှာ","ဦးနှောက်",1
"မှာ","ဧက",1
"မှာ","ဩစတြေးလျ",1
