,count,count,count
ဘောလုံးပွဲ,1.0,,
ဘော့စ်နီးယား,,1.0,
ဘော့မန်း,1.0,,
ဘော်နီယို,,1.0,
ဘေ့စ်ဘော,1.0,,
ဘေး,13.0,1.0,1.0
ဘေးစည်း,1.0,,
ဘေးနှစ်ဖက်,1.0,,
ဘေးဖက်,1.0,,
ဘဲ,,,1.0
ဘဲလ်ဖတ်,,,1.0
ဘဲလ်ဖာ့စ်,,,1.0
ဘွတ်ရှ်,,1.0,
ဘွန်း,1.0,,
ဘွရှ်,,1.0,
ဘွဲ့,2.0,,
မက္ကစီကို,1.0,,
မက္ကာ,2.0,,
မက်ကာနီ,,1.0,
မက်ကာနေ,,1.0,
မက်စတွတ်,,,1.0
မက်ဆင်ဂျာ,1.0,,
မက်ဆာချူးဆက်,1.0,,
မက်ဆီကို,3.0,,
မက်ဆုဒ်,,1.0,
မက်ထရိုဒုန်း,,,1.0
မက်ဒရစ်,,,1.0
မက်ဒီဂတ်စကာ,2.0,,
မက်မီလမ်,1.0,,
မက်ရန်,,1.0,
မဂ္ဂဇင်း,6.0,2.0,
မင်နီဆိုတာ,1.0,,
မင်းသား,1.0,,
မင်္ဂလာဧည့်ခံပွဲ,1.0,,
မစင်,,1.0,
မစ်စူရီ,1.0,,
မစ်ဆိုရီ,,1.0,
မစ်ဒ်လန်းဒ်,,1.0,
မစ်ရှင်,3.0,1.0,
မည်သည်နည်း,1.0,,
မတင်ပြီးဆုံးချိန်,1.0,,
မတ်ကိန်း,1.0,,
မတ်ရှ်,1.0,,
မနက်,14.0,7.0,3.0
မနက်ခင်း,4.0,1.0,
မနက်ပိုင်း,6.0,1.0,3.0
မနက်ဖြန်,5.0,,1.0
မနေ့,,1.0,
မန်ဆာချူးဆက်,1.0,,
မန်ဒိုဇာ,,1.0,
မန်ဒိုရာ,,,1.0
မန်နီဆိုတာ,1.0,,
မန်နေဂျာချုပ်,,1.0,
မယ်ဒီယမ်,1.0,,
မရန်ဒါလိခ်,,1.0,
မရှိချိန်,1.0,,
မရှိတရှိ,1.0,,
မလေးရှား,1.0,,
မသိစိတ်,1.0,,
မဟာဗျူဟာ,1.0,,
မဟာမိတ်,1.0,,
မာဂိုလီ,1.0,,
မာစင်စစ်,,,1.0
မာစတာချက်ဖ်,,1.0,
မာစီလီ,1.0,,
မာတင်,1.0,,
မာတာတာ,,2.0,
မာနာနာ,,1.0,
မာပါ,,,1.0
မာရသွန်,,2.0,
မာရေးဖီး,,1.0,
မာလစ်ခ်,1.0,,
မာဝါကီ,1.0,,
မာဟန်,1.0,,
မိခင်,,1.0,
မိချောင်ဂိုင်,,1.0,
မိတ္တူ,1.0,,
မိနစ်,64.0,19.0,11.0
မိနစ်ပိုင်း,2.0,,
မိန့်ခွန်း,18.0,2.0,1.0
မိန်း,2.0,,
မိန်းကလေး,,3.0,
မိန်းမ,1.0,1.0,
မိဘ,1.0,1.0,
မိသားစု,4.0,,
မိုက်ကယ်,1.0,,
မိုက်ခရိုကာနယ်,2.0,,
မိုက်တိုခွန်းဒရီးယား,1.0,,
မိုဂါဒီရှု,1.0,,
မိုင်,11.0,1.0,3.0
မိုင်စပေ့,1.0,,
မိုင်ပေါင်း,1.0,,
မိုင်ရာ,1.0,,
မိုင်း,1.0,,
မိုင်းတွင်း,1.0,2.0,1.0
မိုင်းအပိုလီ,1.0,,
မိုဆန်နာဂို,1.0,,
မိုဇက်ကာ,,1.0,
မိုရိုကို,,1.0,
မိုလိုလာဘာ,1.0,,
မိုလီနာ,1.0,,
မိုးရေ,1.0,,
မိုးရေချိန်,,1.0,
မီချီဂမ်,1.0,,
မီဆာကို,1.0,,
မီတာ,4.0,,
မီဒီယာ,11.0,4.0,
မီရဇ,,,1.0
မီလန်,,1.0,
မီလီစက္ကန့်,1.0,,
မီလီယံ,1.0,,
မီး,5.0,2.0,1.0
မီးခိုး,,1.0,
မီးငြိမ်းရာ,1.0,,
မီးတောက်,1.0,1.0,
မီးတောက်မီးလျှံ,1.0,,
မီးတောင်,,1.0,
မီးဖို,1.0,,
မီးဖိုချောင်,1.0,,
မီးရှူးမီးပန်း,1.0,,
မုတ်သုံသစ်တော,1.0,,
မုန့်,,1.0,
မုန်တိုင်း,5.0,,2.0
မူကြမ်း,5.0,2.0,
မူဆာဗီ,,1.0,
မူတစ်စိတ်တစ်ပိုင်း,1.0,,
မူရင်း,,1.0,
မူရှာရက်ဖ်,1.0,,
မူလ,2.0,2.0,
မူလတန်းကျောင်း,1.0,,
မူလအစကာလ,1.0,,
မူဝါဒ,10.0,,
မူးယစ်ဆေးဝါး,2.0,1.0,
မေ,4.0,1.0,
မော,,1.0,
မောဂန်,1.0,,
မောရီတေးနီးယား,1.0,,
မော့ဂါဒိရှူး,,,1.0
မော်ဂန်,,1.0,
မော်စကို,5.0,,1.0
မော်တော်ဆိုင်ကယ်,,,1.0
မော်တော်ယာဉ်,3.0,,
မော်ဒိုဗင်,1.0,,
မော်ရီ,1.0,,
မေ့ခ်,1.0,,
မေ့ဆေး,1.0,,
မေး,2.0,,
မေးခဲ့ချိန်,,1.0,
မေးချိန်,1.0,,
မေးခွန်း,8.0,4.0,1.0
မေးမြန်းခန်း,7.0,,1.0
မေးမြန်းခဲ့ချိန်,1.0,,
မေးမြန်းချက်,,1.0,
မေးမြန်းချိန်,2.0,1.0,
မေးမြန်းပွဲ,1.0,,
မေးရိုး,,1.0,
မေးဝေါ့ခ်ကီ,1.0,,
မဲ,5.0,1.0,
မဲခွဲ,1.0,,
မဲစာရင်း,1.0,,
မဲဆန္ဒ,,1.0,
မဲဆန္ဒနယ်,10.0,,
မဲဆန္ဒနယ်မြေ,,2.0,
မဲဆဲန္ဒနယ်,1.0,,
မဲဆွယ်ပွဲ,1.0,,
မဲပုံး,1.0,1.0,
မဲပေးစနစ်,1.0,,
မဲပေးပွဲ,1.0,,
မဲရုံ,3.0,2.0,1.0
မဲလ်ဘုန်း,2.0,,1.0
မဲလ်လစ်ခ်,,1.0,
မျက်စာ,1.0,,
မျက်နှာ,2.0,1.0,
မျက်နှာပြင်,3.0,1.0,
မျက်မှောက်,,1.0,
မျက်လုံး,1.0,,
မျိုး,4.0,2.0,
မျိုးကွဲ,,1.0,
မျိုးစိတ်,1.0,,
မျိုးစုံ,1.0,,
မျိုးနွယ်,1.0,,
မျောက်,1.0,,
မျှော်စင်,2.0,,
မြက်ခင်းပြင်,2.0,,
မြင်ကွင်း,3.0,1.0,
မြင်း,3.0,,
မြင်းပြိုင်ကွင်း,1.0,,
မြစ်,2.0,,
မြစ်ဆုံ,,1.0,
မြို့,135.0,19.0,23.0
မြို့ကြီး,1.0,,
မြို့တော်,33.0,4.0,4.0
မြို့တော်စည်ပင်,1.0,,
မြို့တော်ဝန်,2.0,,
မြို့တွင်း,1.0,,
မြို့နယ်,4.0,,
မြို့လယ်ခေါင်,3.0,,
မြို့ဝင်ဂိတ်,1.0,,
မြေ,3.0,1.0,
မြေနိမ့်ပိုင်း,1.0,,
မြေပုံ,4.0,,
မြေပြင်,6.0,5.0,1.0
မြေအောက်ခန်း,1.0,,
မြေဩဇာ,,1.0,
မြောက်,1.0,,
မြောက်ပိုင်း,6.0,2.0,
မြောက်ဘက်,4.0,1.0,
မြောက်ဘက်ပိုင်း,1.0,,
မြှင့်တင်ရေး,,,1.0
မွန်ဂါးဒစ်ရူ,1.0,,
မွန်တီစီတို,,1.0,
မွန်တီနီဂရိုး,1.0,,
မွန်ထရီ,,1.0,
မွန်ထရီရယ်,5.0,,
မွန်ဘိုင်း,1.0,,
မွန်းတည့်,1.0,1.0,
မွန်းလွဲပိုင်း,3.0,1.0,1.0
မွမ်ဘိုင်း,1.0,,
မွိုင်းစ်,,,1.0
မွေးနေ့,1.0,1.0,
မှတ်,4.0,2.0,1.0
မှတ်ချက်,2.0,1.0,
မှတ်စု,,1.0,
မှတ်တမ်း,26.0,5.0,2.0
မှတ်တမ်းမှတ်ရာ,1.0,,
မှတ်တမ်းလွှာ,,,1.0
မှတ်တိုင်,,,1.0
မှတ်ပုံတင်,,1.0,
မှန်,1.0,,
မှန်ပြောင်း,1.0,,
မှန်မှန်,1.0,,
မှုခင်းပညာ,1.0,,
မှောက်ခဲ့ချိန်,1.0,,
ယခု,27.0,2.0,2.0
ယခုချိန်,1.0,,
ယခုနေ့,2.0,,
ယခုလက်ရှိအချိန်,1.0,,
ယခုအခါ,1.0,,
ယင်းပွဲ,1.0,,
ယဉ်ကျေးမှု,3.0,,
ယနေ့,33.0,7.0,
ယနေ့ခေတ်,1.0,,
ယန္တရား,1.0,,
ယာဉ်,6.0,5.0,
ယာဉ်စီးခ,1.0,,
ယာဉ်တန်း,,2.0,
ယာဉ်မောင်း,,3.0,
ယာဉ်အသွားအလာ,1.0,,
ယာဘက်,1.0,,
ယာဥ်,1.0,,
ယိုဂျာကာတာ,,1.0,
ယုံကြည်ခဲ့ချိန်,1.0,,
ယူ.အက်စ်.စီ.,1.0,,
ယူကရိန်း,1.0,,
ယူကာ,1.0,,
ယူကေ,5.0,3.0,
ယူကျူ့,1.0,,
ယူတီစီ,16.0,5.0,10.0
ယူနိုက်တက်,2.0,,
ယူရို,1.0,,
ယူရိုပ်,1.0,,
ယူရေနီယံ,1.0,,
ယူအက်,2.0,,
ယူအက်စ်,,1.0,
ယူအက်စ်ဒီအေ,,1.0,1.0
ယူအက်စ်အေ,1.0,,
ယူအန်,1.0,,
ယူအန်စီစီစီ,1.0,,
ယူအိုဒဘလျူ,,1.0,
ယူအီးအက်ဖ်အေ,1.0,,
ယောက်ျားလေး,1.0,1.0,
ယောကျာ်း,1.0,,
ယော့ရကာတာ,,,1.0
ယဲဒ်ဗာစ်ဟမ်,1.0,,
ယွန်,1.0,,
ယှဉ်ပြိုင်ပွဲ,3.0,,
ယှဉ်ပြိုင်သူ,,1.0,
ရက်,141.0,10.0,11.0
ရက်ဂလွန်,1.0,,
ရက်စွဲ,1.0,,
ရက်ဒီ,,1.0,
ရက်နေ့,,,1.0
ရက်ပေါင်း,1.0,,
ရက်သတ္တပတ်,6.0,1.0,
ရင်ဆိုင်နေချိန်,1.0,,
ရင်ပြင်,3.0,2.0,1.0
ရစ်ခ်ျမွန်,1.0,,
ရည်မှန်းထားချက်,,1.0,
ရတနာ,1.0,,
ရထား,2.0,1.0,
ရထားတွဲ,,,1.0
ရထားလမ်း,1.0,,
ရထားလိုင်း,1.0,,
ရန့်ဝခ်,1.0,,
ရန်ကာဂွါ,1.0,,
ရန်ပုံငွေ,3.0,,1.0
ရန်ပွဲ,2.0,2.0,
ရန်သူ,1.0,,
ရပ်ကွက်,4.0,2.0,3.0
ရပ်ခြား,1.0,,
ရပ်စီကိုးစ်,,,1.0
ရပ်တည်ချက်,1.0,,
ရပ်နားထားချိန်,1.0,,
ရပ်ဝန်း,1.0,1.0,
ရမ်ဘယ်,1.0,,
ရမှတ်,3.0,1.0,
ရရှိခဲ့ချိန်,,1.0,
ရရှိချိန်,1.0,,
ရရှိနေချိန်,1.0,,
ရလဒ်,10.0,10.0,
ရလာချိန်,,1.0,
ရဝန်ဒါ,1.0,,
ရဝမ်ဒါ,2.0,,
ရဝေး,,,1.0
ရဟတ်ယာဉ်,,1.0,1.0
ရဟူး,1.0,1.0,
ရာခိုင်နှုန်း,10.0,9.0,5.0
ရာစု,3.0,1.0,
ရာစုနှစ်,1.0,3.0,1.0
ရာဇဝင်,1.0,,
ရာဇဝတ်မှု,1.0,2.0,
ရာထူး,2.0,,1.0
ရာပေါင်း,3.0,,
ရာဘင်,1.0,,
ရာသီ,31.0,10.0,1.0
ရာသီဥတု,2.0,3.0,1.0
ရိတ်,1.0,,
ရိန့်,1.0,,
ရိပ်သာ,,,1.0
ရိုက်လှည့်,1.0,,
ရိုစန်,,1.0,
ရိုတိုရောအာ,1.0,,
ရိုဗာ,1.0,,
ရိုမေးနီးယား,4.0,1.0,
ရို့,,1.0,
ရို့စ်,1.0,,
ရိုးစစ်သ်,1.0,,
ရီပတ်ဘလစ်,1.0,,
ရီဗယ်စတုတ်,,1.0,
ရီဗော်လူးရှင်း,1.0,,
ရီယာဒ်,1.0,,
ရီယိုဒီဂျနေးရိုး,1.0,,
ရုပ်ထု,1.0,1.0,
ရုပ်ပုံ,,1.0,
ရုပ်မြင်သံကြား,12.0,1.0,2.0
ရုပ်ရှင်,7.0,2.0,
ရုပ်ရှင်ရိုက်ကူးရေး,1.0,,
ရုပ်ဝတ္ထု,1.0,,
ရုပ်သံ,1.0,,
ရုပ်သံပြစက်,1.0,,
ရုပ်အလောင်း,1.0,,
ရုရှား,3.0,1.0,1.0
ရုံ,13.0,4.0,11.0
ရုံခန်း,1.0,,
ရုံး,17.0,4.0,1.0
ရုံးခန်း,1.0,1.0,
ရုံးတက်ရုံးဆင်းချိန်,,,1.0
ရုံးတော်,1.0,,
ရုံးပိတ်ရက်,1.0,,
ရုံးမှတ်တမ်းစာ,1.0,,
ရေ,8.0,3.0,
ရေကန်,1.0,,1.0
ရေကြောင်း,1.0,,
ရေခဲ,,1.0,
ရေတပ်,3.0,,1.0
ရေတပ်ဌာနချုပ်,,1.0,
ရေတိမ်ပိုင်း,2.0,,
ရေဒီယို,1.0,1.0,
ရေနံ,2.0,1.0,
ရေနံတင်သင်္ဘော,1.0,,
ရေနံတူးစင်,1.0,,
ရေပိုင်နက်,3.0,,
ရေပြင်,1.0,1.0,
ရေယာဉ်,2.0,,
ရေလက်ကြား,3.0,,
ရေလှိုင်း,1.0,,
ရေအိုင်,2.0,,
ရေအောက်,1.0,,
ရောက်ရှိခဲ့ချိန်,1.0,,
ရောက်ရှိချိန်,3.0,,
ရောက်ရှိလာချိန်,1.0,1.0,
ရောကွန်ဘ်,,1.0,
ရောဂါ,5.0,1.0,1.0
ရောဂါပိုး,1.0,,
ရောင်းခဲ့ချိန်,1.0,,
ရောင်းဝယ်ရေး,1.0,,
ရောင်းအား,2.0,,
ရောနှော,1.0,,
ရောမ,1.0,,1.0
ရော့,2.0,,
ရော့ဝဲလ်,,1.0,
ရော်နယ်ဒို,,1.0,
ရေ့စ်,,1.0,
ရေးဗားဆိုက်,1.0,,
ရေးရာ,1.0,,
ရဲ,2.0,3.0,
ရဲတိုက်,1.0,,2.0
ရွက်တိုင်,1.0,,
ရွန်မ်နီ,,1.0,
ရွန်မ်နေ,1.0,,
ရွာ,4.0,1.0,1.0
ရွာသား,,1.0,
ရွေးကောက်ပွဲ,76.0,14.0,2.0
ရွေးချယ်ပွဲ,1.0,,
ရွေးပိုင်ခွင့်,1.0,,
ရွှေးကောက်ပွဲ,3.0,,
ရှင်း,1.0,,
ရှင်းတမ်း,1.0,,
ရှင်းလင်းရာ,1.0,,
ရှန်ဇန်း,1.0,,
ရှန်ဟိုင်း,3.0,,
ရှပ်,,1.0,
ရှယ်ယာ,2.0,,
ရှယ်ယာရှင်,1.0,,
ရှရီနာ,1.0,,
ရှာနေချိန်,1.0,,
ရှားဘရွတ်ခ်,1.0,,
ရှိချိန်,2.0,,
ရှိန်းဇာတ်ကား,1.0,,
ရှိုး,1.0,,
ရှီရာ,1.0,,
ရှုထောင့်,,1.0,
ရှေ့,13.0,6.0,2.0
ရှေ့ဆက်ရာ,1.0,,
ရှေ့တန်း,1.0,,
ရှေ့နေ,2.0,,
ရှေ့မှောက်,1.0,,1.0
ရှေးတရားရုံး,1.0,,
လ,269.0,30.0,11.0
လက္ခဏာ,2.0,2.0,
လက်,6.0,2.0,2.0
လက်ကိုင်တုတ်,1.0,,
လက်ကိုင်ဖုန်း,1.0,,
လက်ကောက်ဝတ်,3.0,1.0,
လက်ကြား,,,1.0
လက်ခံရရှိခဲ့ချိန်,1.0,,
လက်ချောင်း,1.0,,
လက်စ်ဗီးဂတ်စ်,1.0,,
လက်ဆာ,,2.0,
လက်တီကျု,1.0,,
လက်တွေ့,4.0,1.0,
လက်ထက်,4.0,,
လက်ထပ်ရေး,,1.0,
လက်ထဲ,1.0,,
လက်နက်,6.0,3.0,
လက်နက်ကိုင်,1.0,,
လက်ပစ်ဗုံး,,1.0,
လက်ဘနွန်,1.0,,1.0
လက်မ,3.0,,
လက်မောင်း,,2.0,1.0
လက်မှတ်,2.0,1.0,
လက်ယာဘက်,1.0,,
လက်ရာ,1.0,,
လက်ရွေးစင်,,1.0,
လက်ရွေးစဉ်,,1.0,
လက်လနွန်,1.0,,
လက်ဝယ်,1.0,,
လက်ဝှေ့,1.0,,
လက်ဝှေ့ပွဲ,1.0,,
လက်အမ်ဘော့,1.0,,
လက်အောက်,7.0,,
လင့်ခ်,1.0,,
လင်းနို့,2.0,,
လင်္ကာ,,1.0,
လစာ,1.0,2.0,
လစ်တ်ဗင်နကို,,1.0,
လစ်ဗနွန်,1.0,,
လစ်ဗျား,1.0,,
လစ်ဘနွန်,,1.0,
လဆန်းပိုင်း,1.0,,
လည်ချောင်း,,1.0,
လန်ကန်စ်တာ,1.0,,
လန်ဒန်,16.0,6.0,4.0
လန်ဒီ,,1.0,
လပက်ဇ်,1.0,,
လမိုလီနာ့,1.0,,
လမုတော,,,1.0
လမ်း,14.0,4.0,1.0
လမ်းကြောင်း,11.0,5.0,
လမ်းကွေ့,,1.0,
လမ်းခရီး,2.0,,1.0
လမ်းခုလတ်,2.0,,
လမ်းခုလပ်,1.0,,
လမ်းခွဲ,,1.0,1.0
လမ်းစဉ်,3.0,1.0,
လမ်းဆုံ,,4.0,2.0
လမ်းဆုံနေရာ,1.0,,
လမ်းဆုံလမ်းခွ,,1.0,
လမ်းထောင့်,,1.0,
လမ်းပေါ်,,1.0,1.0
လမ်းဖြတ်ခုံး,1.0,,
လမ်းဘေး,3.0,,1.0
လမ်းမ,4.0,1.0,
လမ်းမကြီး,4.0,,
လယ်,1.0,,
လယ်ကောင်,,,1.0
လယ်ပိုင်း,1.0,,
လယ်ယာ,,1.0,
လာဆာ,1.0,,
လာဘ်,,1.0,
လာရာလမ်း,1.0,,
လားဝစ်ခ်,1.0,,
လိင်ဆက်ဆံတာ,,1.0,
လိဒ်,1.0,,
လိပ်စာ,4.0,2.0,
လိမ်း,,,1.0
လိုဂတ်,2.0,,
လိုင်စင်,1.0,,
လိုင်ယွန်,1.0,,
လိုင်း,9.0,2.0,1.0
လိုငွေ,1.0,,
လိုတို,1.0,,
လိုသီရန်,1.0,,
လီ,2.0,,
လီဗာပူး,2.0,,
လီဘနွန်,1.0,,
လီမို,1.0,,
လီယိုနီဆာ,,1.0,
လီယွန်,1.0,,
လုပ်ကွက်,1.0,1.0,
လုပ်ငန်း,25.0,5.0,4.0
လုပ်ငန်းကြီး,1.0,,
လုပ်ငန်းခွင်,4.0,1.0,2.0
လုပ်ငန်းစဉ်,12.0,2.0,2.0
လုပ်ငန်းစဥ်,,1.0,
လုပ်ငန်းစု,1.0,,
လုပ်ဆောင်ရာ,1.0,1.0,
လုပ်ဆောင်ရေး,1.0,,
လုပ်ထုံးလုပ်နည်း,1.0,1.0,
လုပ်ဖော်ကိုင်ဖက်,1.0,,
လုပ်ရပ်,4.0,1.0,
လုပ်ရာ,1.0,,
လုပ်သက်,1.0,,
လုပ်အားခ,,1.0,
လုံး,5.0,2.0,
လူ,23.0,12.0,5.0
လူကာစ,,,1.0
လူကြား,1.0,,
လူငယ်,,1.0,
လူစီစီယာနာ,1.0,,
လူစီးတွဲရထား,1.0,,
လူစုလူဝေး,,1.0,
လူဆာနီ,1.0,,
လူဇင်ဘတ်,1.0,,2.0
လူဉီးရေ,2.0,,
လူတွေ့မေးမြန်းခန်း,1.0,,
လူထု,3.0,1.0,
လူထုစည်းဝေးပွဲ,1.0,,
လူနာ,2.0,2.0,1.0
လူပုံအလယ်,1.0,,
လူပေါင်း,1.0,5.0,
လူများစု,1.0,,
လူမျိုး,1.0,5.0,2.0
လူမျိုးရေး,,1.0,
လူမှုအစည်းအဝေး,,1.0,
လူမှုအသိုင်းအဝိုင်း,1.0,,
လူသား,6.0,,
လူအုပ်စု,,1.0,
လူဦးရေ,2.0,6.0,1.0
လူ့သမိုင်း,1.0,,
လူးဝက်စ်,,,1.0
လူးဝစ်,,1.0,1.0
လေ,,1.0,
လေကြောင်း,9.0,,
လေကြောင်းလိုင်း,1.0,,
လေဆိပ်,13.0,4.0,7.0
လေထဲ,2.0,,
လေပိုင်နက်,1.0,,
လေပြင်း,,1.0,
လေယာဉ်,19.0,2.0,2.0
လေယာဉ်မောင်း,2.0,,
လေယာဉ်မှူး,2.0,,
လေယာဥ်,1.0,1.0,
လေယာဥ်ကွင်း,1.0,,
လေလံပွဲ,1.0,1.0,
လေလှိုင်း,1.0,,
လေဟာနယ်,1.0,,
လောက,3.0,1.0,
လောင်,1.0,,
လောင်စာ,4.0,,
လောရီဒါ,1.0,,
လော့ဆဘ်ဟ,1.0,,
လော့ဆီမောက်,1.0,,
လော်ရီ,,1.0,
လေးပိုင်း,1.0,,
လေးပုံတစ်ပုံ,2.0,,
လေးပွဲ,1.0,,
လဲလှယ်ချိန်,1.0,,
လဲလှယ်ရာ,1.0,,
လဲလှယ်ရေး,1.0,,
လျော့ကျမူ,1.0,,
လျော့ချရေး,1.0,,
လျှပ်စစ်,,1.0,1.0
လျှောက်လမ်း,1.0,,
လျှောက်လဲချက်,1.0,,
လျှောက်လွှာ,2.0,,
လျှောက်လွှာတင်ချိန်,,1.0,
လွတ်တော်,2.0,,
လွတ်မြောက်ရေး,,1.0,
လွတ်လပ်ရေး,,1.0,
လွယ်အိတ်,1.0,,
လွှတ်တော်,16.0,9.0,5.0
လွှဲပြောင်းယူရေး,1.0,,
လှိုင်း,,1.0,
လှိုဏ်ခေါင်း,1.0,,
လှေ,5.0,1.0,
လှေကား,,1.0,
လှေကားခွင်,,1.0,
လှောင်အိမ်,1.0,1.0,
ဝက်,1.0,,
ဝက်ဆိုက်,3.0,1.0,
ဝက်ဆိုက်ဒ်,1.0,,
ဝက်ဆိုဒ်,10.0,,1.0
ဝက်ဗ်ဆိုက်,1.0,,
ဝက်ဘ်,1.0,,
ဝက်ဘ်ဆိုက်,14.0,1.0,
ဝက်ဘ်ဆိုဒ်,7.0,,
ဝက်ရှ်,,1.0,
ဝက်ဝံ,3.0,,
ဝက်ဝံညို,2.0,,
ဝင်ပေါက်,2.0,,1.0
ဝင်ရိုးစွန်း,1.0,,
ဝစ္စကွန်ဆင်,1.0,,
ဝစ်ကက်,1.0,,
ဝစ်ဂ်,,1.0,
ဝစ်စလေ,,1.0,
ဝဒ်ဆိုက်,2.0,,
ဝန်ကြီး,3.0,2.0,
ဝန်ကြီးချုပ်,,3.0,
ဝန်ကြီးအဖွဲ့,1.0,,
ဝန်ထမ်း,3.0,4.0,
ဝန်ဗိုင်း,1.0,,
ဝန်းကျင်,32.0,9.0,5.0
ဝပ်ရှော့,1.0,,
ဝဘ်ဆိုက်,2.0,,
ဝဘ်ဆိုဒ်,,1.0,
ဝယ်လင်တန်,1.0,,
ဝယ်လို,,,1.0
ဝယ်လိုအား,1.0,,
ဝရမ်း,1.0,,
ဝရမ်းပြေး,,1.0,
ဝါဂ,1.0,,
ဝါဇီလီစတန်,1.0,,
ဝါတလာ,1.0,,
ဝါတာလူး,1.0,,
ဝါဒ,5.0,,
ဝါဒီ,1.0,,
ဝါရှင်တန်,4.0,1.0,
ဝါးလ်ဒ်,,1.0,
ဝိညာဉ်,,,1.0
ဝိသေသလက္ခဏာ,1.0,,
ဝိုင်ဂျယ်,1.0,,
ဝိုင်ဟောက်,,1.0,
ဝိုင်းရား,1.0,,
ဝိုလောင်းဂွန်,,1.0,
ဝီကီနယူး,2.0,,
ဝီကီနယူးစ်,2.0,2.0,
ဝီကီပီဒီယား,1.0,,
ဝီကီပီဒီးယား,1.0,,
ဝီကီပီးဒီးယား,4.0,2.0,
ဝီကီဗာစီတီ,1.0,,
ဝီကီလိစ်,1.0,1.0,
ဝီလီ,1.0,,
ဝီလ်ကီပီးဒီးယား,3.0,,
ဝေစု,1.0,,
ဝေဇီရီတန်,1.0,,
ဝေဒနာသည်,1.0,,
ဝေဖန်ချက်,1.0,1.0,
ဝေမျှရေး,,,1.0
ဝေလငါး,1.0,,
ဝေး,2.0,1.0,
ဝေးနီး,,,1.0
ဝေးမောက်,1.0,,
ဝေးလ်,2.0,,
ဝှိုက်,,2.0,
ဝှိုက်ဟဲဗန်း,1.0,,
သက်ဆင်,1.0,,
သက်ဆိုင်နေချိန်,1.0,,
သက်ဆိုင်ရာ,1.0,1.0,
သက်တမ်း,1.0,4.0,
သက်မွေးအလုပ်,,1.0,
သက်သေ,3.0,4.0,1.0
သချိုင်း,1.0,,
သချိုင်းဂူ,,,1.0
သဂေါ့ဖားသား,2.0,,
သင်ကြားရေး,,,1.0
သင်ခန်းစာ,1.0,,
သင်တန်း,7.0,,
သင်တန်းကျောင်း,1.0,,
သင်ရိုးညွှန်းတမ်း,3.0,1.0,
သင်း,4.0,1.0,
သင်္ကေတ,,,1.0
သင်္ချိုင်းဂူ,,1.0,
သင်္ဘော,4.0,4.0,1.0
သင်္ဘောကျင်း,1.0,,
သင်္ဘောသား,,1.0,
သစ်တော,2.0,,3.0
သစ်ပင်,2.0,1.0,
သတင်း,37.0,14.0,2.0
သတင်းစကား,,1.0,
သတင်းစာ,17.0,7.0,1.0
သတင်းစာဆရာ,,1.0,
သတင်းထောက်,1.0,,
သတင်းပေးပို့ချက်,,2.0,
သတင်းမီဒီယာပိုင်း,1.0,,
သတင်းလွှာ,1.0,,
သတ္တဗေဒ,1.0,,
သတ္တဝါ,2.0,1.0,
သတ္တုတွင်း,7.0,2.0,2.0
သတ္တုဒြပ်စင်,,1.0,
သတ်မှတ်ချက်,2.0,,1.0
သန့်စင်ခန်း,,1.0,
သန်း,3.0,8.0,
သန်းခေါင်,,1.0,
သန်းခေါင်စာရင်း,1.0,,
သန်းခေါင်ယံ,1.0,,
သပိတ်,2.0,,1.0
သပိတ်မှောက်,1.0,,
သပိတ်မှောက်ပွဲ,1.0,,
သဘောတရား,1.0,2.0,
သဘောတူချက်,1.0,,
သဘောတူညီချက်,1.0,,
သဘောထား,1.0,,
သမဂ္ဂ,1.0,,
သမိုင်း,27.0,7.0,2.0
သမိုင်းကြောင်း,4.0,,
သမုဒ္ဒရာ,1.0,,
သမ္မကျမ်းစာ,,1.0,
သမ္မတ,4.0,1.0,
သမ္မတစနစ်,,1.0,
သယ်ယူရာ,1.0,,
သရက်ရွက်,1.0,,
သရုပ်ဆောင်ခန်း,2.0,,
သရုပ်ဖော်ပုံ,1.0,,
သဝဏ်လွှာ,2.0,,
သာဓက,,1.0,
သာလွန်း,1.0,,
သား,3.0,1.0,
သားအိမ်,1.0,,
သိချင်စိတ်,2.0,,
သိနေချိန်,1.0,,
သိန်း,,2.0,
သိပ္ပံ,1.0,,
သိပ္ပံပညာရပ်,1.0,,
သိုလှောင်ကုန်,,1.0,
သိုလှောင်ရုံ,,1.0,
သိုဝှက်ခြင်း,1.0,,
သိုးထီး,1.0,,
သီချင်း,3.0,,
သီတင်း,1.0,1.0,
သီတင်းပတ်,14.0,3.0,2.0
သီရိလင်္ကာ,2.0,1.0,
သီရေတာ,1.0,,
သီအိုရီ,2.0,,
သုတေသန,4.0,2.0,
သုံသစ်တော,1.0,,
သုံးသပ်ချက်,,1.0,
သုံးသပ်ရေး,1.0,,
သုဿာန်,1.0,,
သူ,25.0,53.0,
သူတော်စင်,1.0,,
သူပုန်,,1.0,
သူမကိုယ်သူမ,,1.0,
သူရဲကောင်း,1.0,,
သူလျှို,,1.0,
သေဆုံးခဲ့ချိန်,,,1.0
သေဆုံးချိန်,,,1.0
သေဒဏ်,2.0,,
သေနတ်,5.0,4.0,1.0
သောက်ရေဘူး,1.0,,
သောင်,,,1.0
သောင်တင်နေခဲ့ချိန်,,1.0,
